,Unnamed: 0,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
566,16,17.0,300254,仟源医药,19.9504337310791,9.68,239023638.0,2055005484.4,2206758515.28,12.136042594909668,69609799.0,93639,93639,0.0,1/1,1.0,化学制药,20220114
1842,33,34.0,300254,仟源医药,19.977678298950195,10.75,596685744.0,2282160016.25,2450687400.75,27.3405818939209,27198661.0,93648,132200,5.0,1/1,1.0,化学制药,20220221
3065,64,65.0,300267,尔康制药,20.11173248291016,4.3,917652768.0,6106752194.7,8869200915.199999,15.795413970947266,26418340.0,110512,143827,3.0,1/1,1.0,化学制药,20220318
3150,44,45.0,300267,尔康制药,20.0,5.16,907350304.0,7328102633.64,10643041098.24,12.982189178466797,130333540.0,93742,93742,0.0,2/2,2.0,化学制药,20220321
1504,5,6.0,300363,博腾股份,19.99347686767578,73.58,433893312.0,32937731387.86,40057285170.24,1.3173139095306396,329572987.0,92503,92503,0.0,1/1,1.0,化学制药,20220214
725,99,100.0,300436,广生堂,20.004505157470703,53.27,1214927904.0,7073634126.02,8458050790.000001,18.83869743347168,17601633.0,135415,143027,2.0,1/1,1.0,化学制药,20220117
2622,73,74.0,300436,广生堂,20.0,45.12,728687056.0,5991409269.12,7164018240.0,12.752196311950684,32030688.0,131057,135615,6.0,1/1,1.0,化学制药,20220310
583,33,34.0,300452,山河药辅,20.019920349121094,24.1,514795760.0,3402871293.9,4349256387.0,16.190597534179688,36505716.0,101239,101239,0.0,1/1,1.0,化学制药,20220114
5488,5,6.0,300452,山河药辅,20.0,18.54,107954990.0,2652365994.48,3344654377.8,4.070139408111572,96016249.0,92503,92503,0.0,1/1,1.0,化学制药,20220510
825,44,45.0,300497,富祥药业,19.980411529541016,24.5,1693333392.0,10915134209.0,13475118384.0,17.232786178588867,382861059.0,131139,131139,0.0,1/1,1.0,化学制药,20220119
374,34,35.0,300584,海辰药业,19.9808349609375,25.04,222502236.0,1603693085.04,3004800000.0,14.500253677368164,44984360.0,100436,100436,0.0,1/1,1.0,化学制药,20220111
420,22,23.0,300584,海辰药业,20.00798797607422,30.05,225982915.0,1924559792.55,3606000000.0,12.30219554901123,68490981.0,93503,93503,0.0,2/2,2.0,化学制药,20220112
736,110,111.0,300584,海辰药业,19.99409294128418,40.63,753002768.0,2602158548.13,4875600000.0,30.91039085388184,6933346.0,145521,145521,0.0,5/3,1.0,化学制药,20220117
871,32,33.0,300584,海辰药业,20.012073516845703,39.76,826727488.0,2546439179.76,4771200000.0,33.94397735595703,8107064.0,111300,150003,13.0,8/4,1.0,化学制药,20220120
1009,22,23.0,300584,海辰药业,20.00662612915039,36.23,662948144.0,2320359443.73,4347600000.0,29.820945739746094,49519164.0,105212,145306,2.0,4/2,1.0,化学制药,20220125
1078,11,12.0,300584,海辰药业,20.0,42.96,712227056.0,2751383982.96,5155200000.0,27.835405349731445,34829820.0,131624,131624,0.0,6/3,1.0,化学制药,20220127
1341,44,45.0,300584,海辰药业,20.005142211914062,46.67,902729840.0,2988991864.17,5600400000.0,31.88597869873047,998738.0,101133,145154,11.0,1/1,1.0,化学制药,20220209
1816,7,8.0,300584,海辰药业,19.9950008392334,48.01,209489234.0,3074812500.51,5761200000.0,6.813073635101318,155141914.0,92503,92503,0.0,1/1,1.0,化学制药,20220221
1928,18,19.0,300584,海辰药业,19.995834350585938,57.61,788124896.0,3689646910.11,6913200000.0,21.426034927368164,113877687.0,93054,95512,6.0,2/2,2.0,化学制药,20220222
1996,36,37.0,300584,海辰药业,19.99652862548828,69.13,1042867984.0,4427448201.63,8295599999.999999,24.151885986328125,19204314.0,94527,133157,21.0,3/3,3.0,化学制药,20220223
2454,24,25.0,300584,海辰药业,20.005712509155277,84.04,1583445408.0,5382362894.04,10084800000.0,30.639902114868164,36032150.0,94715,144518,15.0,1/1,1.0,化学制药,20220307
5294,35,36.0,300584,海辰药业,20.0,41.34,301371024.0,2647630676.34,4960800000.0,12.207295417785645,62818486.0,94524,94524,0.0,1/1,1.0,化学制药,20220506
2955,52,53.0,300636,同和药业,20.01637458801269,29.32,629746944.0,4956339352.64,6037623745.56,13.425016403198242,14971994.0,100630,145157,7.0,1/1,1.0,化学制药,20220317
5389,45,46.0,300636,同和药业,20.0,28.32,533346224.0,4896625534.08,5941031252.64,11.132593154907228,14518191.0,93521,132757,6.0,1/1,1.0,化学制药,20220509
282,13,14.0,300942,易瑞生物,20.0,34.98,660099552.0,1429282799.9999998,14022082799.999998,47.10992050170898,14927959.0,93251,142151,2.0,1/1,1.0,化学制药,20220110
2185,38,39.0,300942,易瑞生物,20.01469039916992,32.68,449861680.0,3505151308.96,13100104800.0,13.8849515914917,59795151.0,134924,141245,2.0,1/1,1.0,化学制药,20220228
2722,20,21.0,300942,易瑞生物,20.01216506958008,39.46,936812576.0,4232352223.12,15817935600.0,23.16650009155273,43649034.0,94539,145348,2.0,1/1,1.0,化学制药,20220314
2398,13,14.0,300966,共同药业,20.009471893310547,50.68,767297936.0,1469720000.0,5842238360.0,53.29011154174805,52194115.0,93133,100854,5.0,1/1,1.0,化学制药,20220304
2459,29,30.0,300966,共同药业,20.007892608642575,60.82,963296976.0,1763780000.0,7011147140.0,58.789649963378906,69154894.0,95127,102457,1.0,2/2,2.0,化学制药,20220307
540,48,49.0,301089,拓新药业,19.9943962097168,85.64,882695376.0,2355650836.48,10790640000.0,40.9760856628418,61535337.0,132009,132009,0.0,1/1,1.0,化学制药,20220113
679,53,54.0,301089,拓新药业,20.0,109.14,1217471856.0,3002051988.48,13751640000.0,43.56662368774414,78835969.0,100151,102115,1.0,3/2,1.0,化学制药,20220117
1580,81,82.0,301089,拓新药业,19.995481491088867,106.22,1092856720.0,2921733207.04,13383720000.0,39.49529647827149,11927443.0,144936,145306,1.0,1/1,1.0,化学制药,20220214
2169,22,23.0,301089,拓新药业,19.998233795166016,135.85,1519177376.0,3736748787.2,17117100000.0,42.12731552124024,43936607.0,95430,131618,7.0,1/1,1.0,化学制药,20220228
2231,39,40.0,301089,拓新药业,20.0,163.02,1924679984.0,4484098544.64,20540520000.0,47.890323638916016,34382385.0,132439,141433,1.0,2/2,2.0,化学制药,20220301
2401,16,17.0,301130,西点药业,20.0,82.8,530942752.0,1586410077.6,6690566480.4,34.89583969116211,88883150.0,93415,93821,1.0,1/1,1.0,化学制药,20220304
3841,9,10.0,301211,亨迪药业,20.007831573486328,30.65,181663500.0,1678629606.55,7356000000.0,10.822131156921388,98137284.0,92503,92503,0.0,1/1,1.0,化学制药,20220406
3388,18,19.0,600062,华润双鹤,10.038910865783691,14.14,405626864.0,14751381219.400002,14751381247.68,2.7792444229125977,88626055.0,93736,93736,0.0,1/1,1.0,化学制药,20220324
4055,45,46.0,600062,华润双鹤,9.98641300201416,16.19,767816576.0,16890018524.900002,16890018557.28,4.781355857849121,81325996.0,105052,105352,1.0,1/1,1.0,化学制药,20220411
4203,44,45.0,600062,华润双鹤,10.017271041870115,19.11,1466219056.0,19936272638.1,19936272676.32,7.977212429046631,112077933.0,131800,131800,0.0,3/2,1.0,化学制药,20220413
4340,13,14.0,600062,华润双鹤,10.0,23.1,2831307472.0,24098791101.0,24098791147.2,12.013691902160645,68411296.0,93111,145354,24.0,6/3,1.0,化学制药,20220418
4437,34,35.0,600062,华润双鹤,10.0,25.41,2357774000.0,26508670211.1,26508670261.92,9.252419471740724,93947579.0,102414,135921,4.0,7/4,2.0,化学制药,20220419
4643,24,25.0,600062,华润双鹤,9.995577812194824,24.87,2681285632.0,25507453166.7,25945321897.44,10.896137237548828,137861597.0,142952,142952,0.0,6/3,1.0,化学制药,20220425
4691,5,6.0,600062,华润双鹤,10.008136749267578,27.04,3305236592.0,27733073326.4,28209147732.48,13.226263999938965,41776015.0,92504,144358,12.0,8/4,1.0,化学制药,20220427
4864,41,42.0,600062,华润双鹤,9.985206604003906,29.74,2187862304.0,30502278133.4,31025889554.88,7.28654670715332,177959461.0,101555,101628,1.0,14/7,2.0,化学制药,20220428
5358,14,15.0,600062,华润双鹤,9.992706298828123,30.16,200544939.0,30933043325.6,31464049393.92,0.6483194828033447,1187694074.0,92504,92504,0.0,8/4,1.0,化学制药,20220509
5494,11,12.0,600062,华润双鹤,10.013262748718262,33.18,102683871.0,34030450183.8,34614627284.16,0.3017411530017853,672818333.0,92505,92505,0.0,14/7,2.0,化学制药,20220510
8769,46,47.0,600062,华润双鹤,9.99631118774414,29.82,2533274720.0,30584328646.2,31109348571.84,8.505784034729004,79761194.0,134322,143510,4.0,1/1,1.0,化学制药,20220706
4984,92,93.0,600079,人福医药,10.0,15.62,817596720.0,21656981063.3,25508583140.48,3.891244173049927,5234262.0,111901,135311,20.0,1/1,1.0,化学制药,20220429
9225,44,45.0,600079,人福医药,10.0,17.71,1857304896.0,24554746135.15,28921703419.84,7.732579708099365,3263333.0,104817,145224,6.0,1/1,1.0,化学制药,20220715
3216,110,111.0,600196,复星医药,10.00594425201416,55.52,6073444864.0,111648390658.4,142292127162.88,5.859218597412109,669589632.0,143038,143038,0.0,1/1,1.0,化学制药,20220321
4685,41,42.0,600196,复星医药,10.012240409851074,44.94,3877934000.0,90372454542.3,115176660567.36,4.527831077575684,13382098.0,142526,145641,4.0,1/1,1.0,化学制药,20220426
5567,84,85.0,600200,江苏吴中,10.050251007080078,6.57,168051527.0,4658687346.24,4680394626.24,3.745209217071533,45333657.0,112909,112909,0.0,1/1,1.0,化学制药,20220510
5633,39,40.0,600200,江苏吴中,10.045661926269531,7.23,190887596.0,5126683335.360001,5150571255.360001,3.8098440170288086,83595797.0,94122,94122,0.0,2/2,2.0,化学制药,20220511
5757,67,68.0,600200,江苏吴中,9.95850658416748,7.95,1095354464.0,5637224414.400001,5663491214.400001,20.09682273864746,24825361.0,135308,145624,9.0,3/3,3.0,化学制药,20220512
5786,16,17.0,600200,江苏吴中,10.06289291381836,8.75,1281479712.0,6204492280.0,6233402280.0,20.9658317565918,49744616.0,93021,135635,9.0,4/4,4.0,化学制药,20220513
8655,51,52.0,600200,江苏吴中,9.986320495605469,8.04,502913440.0,5701042049.28,5727606209.28,9.169694900512695,51139794.0,112150,112150,0.0,1/1,1.0,化学制药,20220704
5981,11,12.0,600227,圣济堂,9.90099048614502,3.33,119873570.0,4256337891.51,5638136912.64,2.8328890800476074,25537097.0,93211,95426,2.0,1/1,1.0,化学制药,20220517
621,71,72.0,600267,海正药业,10.0,15.07,739275952.0,14550564858.94,18024195729.76,5.1839213371276855,4866781.0,134049,145025,7.0,1/1,1.0,化学制药,20220114
685,59,60.0,600267,海正药业,10.019906997680664,16.58,964036496.0,16008517940.36,19830203397.44,6.195374488830566,56082413.0,101313,101313,0.0,2/2,2.0,化学制药,20220117
5154,47,48.0,600267,海正药业,10.038241386413574,11.51,195809432.0,12763576613.56,13796548607.68,1.5621713399887085,48687334.0,94540,95943,3.0,1/1,1.0,化学制药,20220505
5461,117,118.0,600267,海正药业,9.973752975463867,12.57,399784464.0,13939023286.92,15067125629.76,2.9947316646575928,54070646.0,130009,130009,0.0,3/2,1.0,化学制药,20220509
5983,13,14.0,600267,海正药业,9.967584609985352,13.57,430580592.0,15047935242.92,16265783197.76,2.9019646644592285,70304813.0,93335,93417,1.0,1/1,1.0,化学制药,20220517
6215,6,7.0,600267,海正药业,9.971712112426758,15.55,103793498.0,17243580915.8,18639125182.4,0.6019254326820374,635080302.0,92504,92504,0.0,4/2,1.0,化学制药,20220520
7453,57,58.0,600385,退市金泰,9.574468612670898,1.03,5321885.0,147057028.42000002,152550362.44,3.799572706222534,848506.0,105439,112458,4.0,1/1,1.0,化学制药,20220613
8507,51,52.0,600385,退市金泰,10.091742515563965,1.2,6554797.0,177728577.6,177728577.6,3.797727584838867,460320.0,102808,145400,3.0,1/1,1.0,化学制药,20220630
3036,35,36.0,600420,国药现代,10.02066135406494,10.65,640269008.0,10937172510.75,10937172564.0,5.91945219039917,33567553.0,95308,135321,9.0,1/1,1.0,化学制药,20220318
3118,12,13.0,600420,国药现代,10.046948432922363,11.72,455945296.0,12036024584.6,12036024643.2,3.812288761138916,81374573.0,92503,93450,1.0,2/2,2.0,化学制药,20220321
4209,50,51.0,600420,国药现代,10.04975128173828,11.06,639225136.0,11358312664.72,11358312620.48,5.796964168548584,1031721.0,135834,145347,4.0,1/1,1.0,化学制药,20220413
8443,43,44.0,600420,国药现代,10.010764122009276,10.22,467362016.0,10495656006.64,10495655965.76,4.588922500610352,24615932.0,105456,134033,3.0,1/1,1.0,化学制药,20220629
2566,17,18.0,600488,天药股份,10.068650245666504,4.81,65679323.0,5251974930.799999,5291224569.28,1.258239507675171,49113707.0,93253,93253,0.0,1/1,1.0,化学制药,20220310
6356,65,66.0,600513,联环药业,10.010427474975586,10.55,169395536.0,3011563648.5,3029386924.0,5.806464672088623,43076694.0,103610,103704,1.0,1/1,1.0,化学制药,20220523
6805,22,23.0,600513,联环药业,9.989142417907717,10.13,87716145.0,2891672015.1000004,2908785738.4,3.1205098628997803,44541103.0,93420,93420,0.0,1/1,1.0,化学制药,20220531
7320,20,21.0,600513,联环药业,9.959758758544922,10.93,162979642.0,3120037031.1,3138502282.4,5.318262100219727,66316539.0,93820,93820,0.0,1/1,1.0,化学制药,20220610
8198,31,32.0,600513,联环药业,10.00981330871582,11.21,266937692.0,3199964786.7000003,3218903072.8,8.413482666015625,36259821.0,93451,95821,2.0,1/1,1.0,化学制药,20220627
1802,45,46.0,600521,华海药业,10.025444984436035,21.62,884818912.0,31448687182.36,32251761952.640003,2.8742380142211914,42096539.0,132031,135558,3.0,1/1,1.0,化学制药,20220218
6220,11,12.0,600521,华海药业,10.026666641235352,20.63,2346929888.0,30008660124.78,30774961598.56,7.928062438964844,60086030.0,93001,135654,6.0,1/1,1.0,化学制药,20220520
2587,38,39.0,600613,神奇制药,9.965035438537598,6.29,48655008.0,3014922661.62,3359310565.28,1.6535077095031738,81121545.0,94431,94431,0.0,1/1,1.0,化学制药,20220310
2964,61,62.0,600613,神奇制药,9.95106029510498,6.74,115694200.0,3230616651.7200003,3599642799.6800003,3.7234678268432617,114437186.0,102359,102359,0.0,1/1,1.0,化学制药,20220317
3012,11,12.0,600613,神奇制药,9.94065284729004,7.41,276628560.0,3551761036.98,3957470793.12,7.875637531280518,20292729.0,93052,94507,6.0,2/2,2.0,化学制药,20220318
3200,94,95.0,600613,神奇制药,9.986504554748535,8.15,648930736.0,3906457820.7,4352683800.8,17.337757110595703,5741186.0,110851,142526,6.0,8/4,3.0,化学制药,20220321
3421,51,52.0,600613,神奇制药,10.01430606842041,7.69,509144960.0,3685970630.82,4107010850.08,14.294185638427734,1491091.0,130314,144129,9.0,6/4,1.0,化学制药,20220324
5942,68,69.0,600613,神奇制药,10.086956977844238,6.33,132688249.0,3034095460.74,3380673430.56,4.52962589263916,27686787.0,110157,110157,0.0,1/1,1.0,化学制药,20220516
4690,4,5.0,600789,鲁抗医药,9.946714401245115,6.19,116011674.0,5457313079.63,5457313073.440001,2.1258020401000977,28560957.0,92500,92500,0.0,1/1,1.0,化学制药,20220427
5846,76,77.0,600812,华北制药,9.970237731933594,7.39,174959004.0,12051646947.31,12679247419.52,1.5160990953445437,56136767.0,131238,131238,0.0,1/1,1.0,化学制药,20220513
5888,14,15.0,600812,华北制药,10.013531684875488,8.13,61671904.0,13258442446.77,13948887891.840002,0.4651519358158111,354222311.0,92505,92505,0.0,2/2,2.0,化学制药,20220516
8488,32,33.0,601089,N福元,43.98085021972656,21.05,69728189.0,2526000000.0,10104000000.0,2.770896673202514,436120762.0,100001,100001,0.0,1/1,1.0,化学制药,20220630
290,21,22.0,603168,莎普爱思,10.0,10.01,52324845.0,3229150914.99,3229150884.96,1.6498427391052246,38719500.0,93729,93729,0.0,1/1,1.0,化学制药,20220110
348,8,9.0,603168,莎普爱思,9.990009307861328,11.01,388716688.0,3551743413.99,3551743380.96,11.004796028137209,26735990.0,93034,133726,7.0,2/2,2.0,化学制药,20220111
575,25,26.0,603168,莎普爱思,10.04878044128418,11.28,196245420.0,3638843388.72,3638843354.88,5.539916038513184,35189719.0,95101,95101,0.0,5/3,1.0,化学制药,20220114
611,61,62.0,603222,济民医疗,9.989200592041016,20.37,1021146304.0,6940944443.160001,6940944524.64,15.244205474853516,98849499.0,130842,135515,2.0,1/1,1.0,化学制药,20220114
672,46,47.0,603222,济民医疗,10.014727592468262,22.41,857081040.0,7636061117.88,7636061207.52,11.48658847808838,182753550.0,95600,95903,1.0,2/2,2.0,化学制药,20220117
5436,92,93.0,603222,济民医疗,9.981048583984377,17.41,422966432.0,5932343777.88,5932343847.52,7.229809284210205,14930746.0,101021,131619,1.0,1/1,1.0,化学制药,20220509
458,60,61.0,603229,奥翔药业,10.003040313720703,36.18,252829630.0,10259631486.72,10385383904.64,2.514871835708618,17936126.0,130058,130058,0.0,1/1,1.0,化学制药,20220112
803,22,23.0,603229,奥翔药业,10.005210876464844,42.22,568558928.0,11972405786.88,12119151698.56,4.799371242523193,45055241.0,94037,94037,0.0,1/1,1.0,化学制药,20220119
1079,12,13.0,603229,奥翔药业,9.994914054870604,43.25,575112640.0,12264484848.0,12414810776.0,4.847867965698242,2841568.0,134041,145223,4.0,1/1,1.0,化学制药,20220127
1613,30,31.0,603229,奥翔药业,10.00284194946289,38.71,260726038.0,10977068403.84,11111614454.08,2.4269914627075195,18860363.0,100617,104905,2.0,1/1,1.0,化学制药,20220215
2229,37,38.0,603229,奥翔药业,10.0,48.95,704246128.0,13880844700.8,14050982369.6,5.264586448669434,17917070.0,131141,142018,3.0,1/1,1.0,化学制药,20220301
3068,67,68.0,603229,奥翔药业,10.0,64.9,632450544.0,18403816569.6,18629392355.2,3.638205051422119,131707021.0,111001,131713,2.0,1/1,1.0,化学制药,20220318
3140,34,35.0,603229,奥翔药业,10.0,71.39,988810256.0,20244198226.56,20492331590.72,4.932355880737305,4374779.0,93154,144602,10.0,2/2,2.0,化学制药,20220321
3847,15,16.0,603229,奥翔药业,10.0,61.49,211015883.0,17436836376.96,17650559875.52,1.2271554470062256,166921491.0,93033,93033,0.0,1/1,1.0,化学制药,20220406
4058,48,49.0,603229,奥翔药业,9.996886253356934,70.64,994565920.0,20031519298.56,20277045854.72,5.192541599273682,15934264.0,130237,144849,2.0,4/2,1.0,化学制药,20220411
5365,21,22.0,603229,奥翔药业,9.998601913452148,78.66,781148272.0,22305765968.64,22579167991.68,3.5241427421569824,97239649.0,93003,93945,2.0,1/1,1.0,化学制药,20220509
5584,101,102.0,603229,奥翔药业,10.005084991455078,86.53,1110407040.0,24537476853.12,24838232981.44,4.657383441925049,62823548.0,135306,140154,2.0,2/2,2.0,化学制药,20220510
8773,50,51.0,603229,奥翔药业,10.0,46.2,947178592.0,18566241724.8,18566241724.8,5.288490295410156,46048464.0,143933,143933,0.0,1/1,1.0,化学制药,20220706
438,40,41.0,603351,威尔药业,9.990999221801758,36.66,92108158.0,2187348337.98,4966639317.12,4.394919395446777,33356934.0,100419,100419,0.0,1/1,1.0,化学制药,20220112
1126,45,46.0,603351,威尔药业,9.989447593688965,31.27,79347202.0,1865749659.81,4236410568.64,4.446513652801514,17387370.0,132508,132508,0.0,1/1,1.0,化学制药,20220128
3089,88,89.0,603351,威尔药业,10.0,32.01,110199698.0,4182642091.32,4336664608.32,2.7801804542541504,25574965.0,135645,135645,0.0,1/1,1.0,化学制药,20220318
4678,34,35.0,603351,威尔药业,10.010823249816896,20.33,51245110.0,2656454661.56,2754276522.56,2.00870943069458,27606107.0,110849,110849,0.0,1/1,1.0,化学制药,20220426
5507,24,25.0,603351,威尔药业,9.990485191345217,23.12,66248372.0,3021014843.84,3132261347.84,2.21750545501709,9481512.0,93700,103727,1.0,1/1,1.0,化学制药,20220510
3073,72,73.0,603520,司太立,9.994478225708008,59.76,836574832.0,14606922918.96,14642208210.96,5.793111324310303,12370320.0,130019,143105,13.0,1/1,1.0,化学制药,20220318
4673,29,30.0,603520,司太立,9.99736213684082,41.7,115004947.0,10192581755.7,10217203520.7,1.1630715131759644,18088042.0,103633,103633,0.0,1/1,1.0,化学制药,20220426
8643,39,40.0,603520,司太立,9.989335060119627,30.94,617371888.0,10587574839.66,10613150679.04,5.946934223175049,19726106.0,103136,135325,2.0,1/1,1.0,化学制药,20220704
2497,15,16.0,603538,美诺华,9.99697971343994,36.42,369223872.0,5447546156.34,5510474817.54,6.948027610778809,146230816.0,103915,103915,0.0,1/1,1.0,化学制药,20220308
2506,3,4.0,603538,美诺华,9.994508743286133,40.06,163994904.0,5992001620.62,6061219692.22,2.736896753311157,240864756.0,92504,92504,0.0,2/2,2.0,化学制药,20220309
2557,8,9.0,603538,美诺华,10.009984970092772,44.07,141264270.0,6591800085.39,6667946875.59,2.143030166625977,310788162.0,92504,92504,0.0,3/3,3.0,化学制药,20220310
2637,4,5.0,603538,美诺华,10.006807327270508,48.48,236999134.0,7251428820.959999,7335195473.759999,3.2683093547821045,211421473.0,92505,92505,0.0,4/4,4.0,化学制药,20220311
2746,2,3.0,603538,美诺华,10.0,55.0,248360640.0,8226662235.0,8321694535.0,3.018972158432007,329359360.0,92505,92505,0.0,6/5,1.0,化学制药,20220315
3511,3,4.0,603538,美诺华,10.004486083984377,73.56,92686041.0,11002786800.12,11129888181.72,0.8423869609832764,584602946.0,92500,92500,0.0,1/1,1.0,化学制药,20220328
3704,78,79.0,603538,美诺华,10.00395965576172,83.35,2886004064.0,12467132677.95,12611149808.95,24.279705047607425,40469925.0,142355,150000,3.0,3/2,1.0,化学制药,20220330
8936,14,15.0,603669,灵康药业,9.968847274780272,7.06,62123224.0,5091867773.8,5091867759.679999,1.2386764287948608,33720466.0,93719,93719,0.0,1/1,1.0,化学制药,20220711
366,26,27.0,603676,卫信康,10.032715797424316,10.09,80239928.0,4268070000.0,4399532690.72,1.9273929595947263,34220235.0,94825,94825,0.0,1/1,1.0,化学制药,20220111
405,7,8.0,603676,卫信康,10.009910583496094,11.1,39769802.0,4695300000.0,4839921988.8,0.847012996673584,39138988.0,92503,92503,0.0,2/2,2.0,化学制药,20220112
3172,66,67.0,603676,卫信康,9.957627296447754,10.38,61906335.0,4390740000.0,4524839303.04,1.4439716339111328,40337718.0,100151,100151,0.0,1/1,1.0,化学制药,20220321
4904,12,13.0,603676,卫信康,10.0,7.59,6941317.0,3210570000.0,3308625270.72,0.2165484577417373,20703243.0,93001,93001,0.0,1/1,1.0,化学制药,20220429
6858,75,76.0,603676,卫信康,10.0,9.57,59830216.0,4048110000.0,4171744906.56,1.533711552619934,13925307.0,131133,131133,0.0,1/1,1.0,化学制药,20220531
7116,74,75.0,603676,XD卫信康,10.0217866897583,10.1,91886741.0,4272300000.0,4402781980.8,2.223569631576538,10012130.0,133005,133005,0.0,4/2,1.0,化学制药,20220606
9029,5,6.0,603676,卫信康,9.968847274780272,10.59,16368052.0,4537306680.0,4616382294.72,0.3607437908649444,131808286.0,92503,92503,0.0,1/1,1.0,化学制药,20220713
9134,21,22.0,603676,卫信康,10.009443283081056,11.65,158019476.0,4991465800.0,5078456443.2,3.222279787063598,3190049.0,95421,101600,5.0,2/2,2.0,化学制药,20220714
9439,80,81.0,603676,卫信康,10.025274276733398,13.06,255996840.0,5595583120.0,5693102244.4800005,4.823419570922852,11756612.0,144512,144512,0.0,5/3,1.0,化学制药,20220719
2888,114,115.0,603707,健友股份,10.006693840026855,32.87,181782398.0,40786889222.85,40877139362.88,0.4736903309822082,18198508.0,142459,142459,0.0,1/1,1.0,化学制药,20220316
827,46,47.0,603811,诚意药业,10.0,18.15,322316064.0,4243266720.0,4243266720.0,7.924152851104736,30211364.0,132224,132224,0.0,1/1,1.0,化学制药,20220119
1998,38,39.0,603811,诚意药业,10.034602165222168,15.9,118842454.0,3717241920.0,3717241920.0,3.280910015106201,33759945.0,95118,95118,0.0,1/1,1.0,化学制药,20220223
2697,64,65.0,603811,诚意药业,9.993943214416504,18.16,318821952.0,4245604608.0,4245604608.0,8.023804664611816,25682289.0,143211,143211,0.0,1/1,1.0,化学制药,20220311
4354,27,28.0,603811,诚意药业,10.0,16.06,85407937.0,3754648128.0,3754648128.0,2.334099769592285,40267880.0,94908,94908,0.0,1/1,1.0,化学制药,20220418
10364,93,94.0,603811,诚意药业,10.015174865722656,14.5,117173033.0,3389937600.0,3389937600.0,3.580929517745972,30447984.0,141359,141359,0.0,1/1,1.0,化学制药,20220808
391,51,52.0,605116,奥锐特,10.018903732299805,23.28,143651361.0,1800270336.0,9335280000.0,8.288827896118164,21231360.0,131429,134036,2.0,1/1,1.0,化学制药,20220111
674,48,49.0,605116,奥锐特,10.004239082336426,25.95,104638638.0,2006744640.0,10405950000.0,5.371236801147461,50118740.0,95707,95707,0.0,1/1,1.0,化学制药,20220117
1086,5,6.0,605116,奥锐特,9.984479904174805,21.26,47306575.0,1644061312.0000002,8525260000.000001,2.893204927444458,27483865.0,93105,93105,0.0,1/1,1.0,化学制药,20220128
1571,72,73.0,605116,奥锐特,10.01006031036377,21.87,196828065.0,1691233344.0,8769870000.0,12.029912948608398,4566456.0,131047,145632,4.0,1/1,1.0,化学制药,20220214
2411,26,27.0,605116,奥锐特,10.0,24.53,187902744.0,1896934336.0,9836530000.0,10.169612884521484,151499733.0,100118,100118,0.0,1/1,1.0,化学制药,20220304
2721,19,20.0,605116,奥锐特,10.021322250366213,25.8,587248352.0,1995144960.0,10345800000.0,29.91937065124512,1491240.0,94206,142126,5.0,1/1,1.0,化学制药,20220314
2771,27,28.0,605116,奥锐特,10.0,28.38,645176512.0,2194659456.0,11380380000.0,31.96974372863769,31977306.0,141641,141641,0.0,2/2,2.0,化学制药,20220315
6363,72,73.0,605116,奥锐特,9.99087619781494,24.11,89485540.0,1864455232.0,9668110000.0,4.952148914337158,19462508.0,111714,111714,0.0,1/1,1.0,化学制药,20220523
577,27,28.0,605177,东亚药业,9.992835998535156,30.71,191393472.0,1725790092.76,3488656000.0,11.296889305114746,46746731.0,95421,95421,0.0,1/1,1.0,化学制药,20220114
850,11,12.0,605507,国邦医药,9.99665641784668,32.9,629772272.0,2757793150.0,18385293281.6,22.98339080810547,21762626.0,93025,101040,5.0,1/1,1.0,化学制药,20220120
3505,72,73.0,605507,国邦医药,10.01243782043457,35.38,698807024.0,2965675430.0,19771175571.52,24.63953399658203,70721435.0,135741,135741,0.0,1/1,1.0,化学制药,20220325
4452,49,50.0,688091,上海谊众-U,20.0,69.3,271517152.0,1764627480.0,7331940000.0,16.386363983154297,32669613.0,142615,142615,0.0,1/1,1.0,化学制药,20220419
5198,91,92.0,688091,上海谊众-U,20.003549575805664,135.22,414463856.0,3443187992.0,14306276000.0,13.035898208618164,54444845.0,103744,104147,2.0,1/1,1.0,化学制药,20220505
886,4,5.0,688166,博瑞医药,20.0,38.28,326270704.0,8073740873.88,15694800000.0,4.041134357452393,136334717.0,92504,92504,0.0,1/1,1.0,化学制药,20220121
7652,54,55.0,688189,南新制药,20.0,20.7,154721419.0,2070000000.0,2898000000.0,7.8239240646362305,5473970.0,130910,143323,3.0,1/1,1.0,化学制药,20220616
8637,33,34.0,688189,南新制药,19.99101448059082,26.71,224318878.0,2671000000.0,3739400000.0,8.743351936340332,17338475.0,101305,104956,7.0,1/1,1.0,化学制药,20220704
587,37,38.0,688221,前沿生物-U,20.0,22.38,789592976.0,4206962656.98,8051428800.0,19.44915199279785,7332337.0,102306,145614,13.0,1/1,1.0,化学制药,20220114
6899,25,26.0,688266,泽璟制药-U,20.014144897460938,33.94,84360864.0,4775979882.62,8145599999.999999,1.8435125350952148,55082923.0,93605,93605,0.0,1/1,1.0,化学制药,20220601
