,Unnamed: 0,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
10251,41,42.0,2367,康力电梯,10.0,8.47,507220224.0,4442416392.26,6756118267.360001,11.72335720062256,74793538.0,130003,134227,8.0,1/1,1.0,专用设备,20220805
10313,42,43.0,2367,康力电梯,10.035419464111328,9.32,626143712.0,4888231496.56,7434123052.16,13.525019645690918,88139845.0,101424,101424,0.0,2/2,2.0,专用设备,20220808
2166,19,20.0,2490,山东墨龙,10.040983200073242,5.37,189180056.0,2908475235.0,4284445908.0,6.601506233215332,34945387.0,93909,94715,2.0,1/1,1.0,专用设备,20220228
3030,29,30.0,2490,山东墨龙,10.0,4.73,84715395.0,2561841315.0,3773822932.000001,3.400556802749634,34284932.0,94436,94436,0.0,1/1,1.0,专用设备,20220318
5989,19,20.0,2490,山东墨龙,9.946236610412598,4.09,41638608.0,2215207395.0,3263199956.0,1.9221034049987795,22729766.0,93818,93818,0.0,1/1,1.0,专用设备,20220517
6346,55,56.0,2490,山东墨龙,10.051546096801758,4.27,91196305.0,2312698185.0,3406812667.9999995,4.032820701599121,6788873.0,95536,95536,0.0,1/1,1.0,专用设备,20220523
1456,8,9.0,2523,天桥起重,9.85915470123291,3.12,205455454.0,4343786853.12,4419919296.0,4.738584995269775,33193804.0,93003,94400,2.0,1/1,1.0,专用设备,20220211
1512,13,14.0,2523,天桥起重,9.935897827148438,3.43,444005232.0,4775381059.68,4859077944.0,9.356898307800291,61545543.0,93012,100654,2.0,2/2,2.0,专用设备,20220214
7991,38,39.0,2523,天桥起重,9.961685180664062,2.87,146290745.0,4008582907.21,4065759096.0,3.699751853942871,44280394.0,95136,100803,1.0,1/1,1.0,专用设备,20220623
8313,42,43.0,2523,天桥起重,9.965636253356934,3.2,318994064.0,4469500105.6,4533250560.0,7.282142639160156,229010390.0,94048,95751,2.0,4/2,1.0,专用设备,20220628
8850,74,75.0,2523,天桥起重,9.854015350341797,3.01,293969776.0,4204123536.83,4264088808.0,7.281744480133057,101000080.0,142627,142627,0.0,1/1,1.0,专用设备,20220707
8908,53,54.0,2523,天桥起重,9.966776847839355,3.31,708195104.0,4623139171.7300005,4689081048.0,15.7222318649292,136593147.0,112203,140015,1.0,2/2,2.0,专用设备,20220708
9055,31,32.0,2523,天桥起重,10.0,3.3,246995456.0,4609171983.9,4674914640.0,5.659738540649414,74718411.0,94339,94339,0.0,5/3,1.0,专用设备,20220713
9334,96,97.0,2523,天桥起重,9.86842155456543,3.34,453186464.0,4665040735.22,4731580272.0,10.173788070678713,46617034.0,132709,132709,0.0,8/4,1.0,专用设备,20220718
9400,41,42.0,2523,天桥起重,9.880239486694336,3.67,945608640.0,5125957933.61,5199071736.0,18.820959091186523,41620471.0,100839,104003,6.0,9/5,2.0,专用设备,20220719
9489,48,49.0,2523,天桥起重,10.081744194030762,4.04,984171440.0,5642743883.32,5723228832.0,18.88033103942871,103453936.0,105142,105142,0.0,10/6,3.0,专用设备,20220720
7989,36,37.0,2526,山东矿机,10.043667793273926,2.52,430682368.0,4437485352.72,4492640476.8,9.86130142211914,31954245.0,94751,110336,3.0,1/1,1.0,专用设备,20220623
8880,25,26.0,2526,山东矿机,10.162601470947266,2.71,269864960.0,4772057661.059999,4831371306.4,5.776257991790772,76249933.0,93927,93927,0.0,1/1,1.0,专用设备,20220708
8925,3,4.0,2526,山东矿机,9.963099479675291,2.98,590102320.0,5247502520.28,5312725643.2,11.287728309631348,88875666.0,92500,93545,3.0,2/2,2.0,专用设备,20220711
4174,15,16.0,2527,新时达,10.047096252441406,7.01,54740227.0,3636573550.08,4626262734.88,1.5451244115829468,38817755.0,93815,93815,0.0,1/1,1.0,专用设备,20220413
7841,15,16.0,2527,新时达,10.081300735473633,6.77,68638006.0,3512068892.16,4467874281.759999,2.0102458000183105,37449609.0,93439,93439,0.0,1/1,1.0,专用设备,20220621
7889,8,9.0,2527,新时达,10.044313430786133,7.45,118525819.0,3864832089.6,4916641565.6,3.06677794456482,134777950.0,93000,93000,0.0,2/2,2.0,专用设备,20220622
8891,36,37.0,2527,新时达,10.041265487670898,8.0,287786064.0,4166975264.0,5279615104.0,7.06442928314209,28593216.0,100527,100527,0.0,1/1,1.0,专用设备,20220708
9770,25,26.0,2527,新时达,10.012063026428224,9.12,630699120.0,4750351800.96,6018761218.559999,13.449498176574709,26502637.0,94327,133554,4.0,1/1,1.0,专用设备,20220727
10970,26,27.0,2527,新时达,10.047846794128418,9.2,953460864.0,4792021553.599999,6071557369.599999,20.15144157409668,5465112.0,94536,145633,14.0,1/1,1.0,专用设备,20220819
6188,53,54.0,2529,海源复材,9.976616859436035,14.11,135323062.0,3668600000.0,3668600000.0,3.838335752487183,32819860.0,103539,104409,1.0,1/1,1.0,专用设备,20220519
6232,23,24.0,2529,海源复材,9.992913246154783,15.52,115671249.0,4035200000.0,4035200000.0,2.919153928756714,27409872.0,93212,93212,0.0,2/2,2.0,专用设备,20220520
6348,57,58.0,2529,海源复材,9.98711395263672,17.07,374555024.0,4438200000.0,4438200000.0,8.808816909790039,64883189.0,95948,95948,0.0,3/3,3.0,专用设备,20220523
6407,20,21.0,2529,海源复材,10.017574310302734,18.78,648355440.0,4882800000.0,4882800000.0,13.49870491027832,13820202.0,93506,111503,3.0,4/4,4.0,专用设备,20220524
6802,19,20.0,2529,海源复材,10.032573699951172,16.89,148019141.0,4391400000.0,4391400000.0,3.452807664871216,59986524.0,93312,93312,0.0,9/5,1.0,专用设备,20220531
7192,61,62.0,2529,海源复材,9.977578163146973,19.62,615699312.0,5101200000.0,5101200000.0,12.779581069946287,32955714.0,142130,143042,2.0,1/1,1.0,专用设备,20220607
8233,66,67.0,2529,海源复材,10.015174865722656,21.75,495352960.0,5655000000.0,5655000000.0,9.139278411865234,93080212.0,103257,103257,0.0,1/1,1.0,专用设备,20220627
9482,41,42.0,2529,海源复材,10.021322250366213,20.64,413349792.0,5366400000.0,5366400000.0,7.957921504974365,63472726.0,102648,102648,0.0,1/1,1.0,专用设备,20220720
9574,48,49.0,2529,海源复材,9.980620384216309,22.7,813953632.0,5902000000.0,5902000000.0,14.39319896697998,43307060.0,112115,112115,0.0,2/2,2.0,专用设备,20220721
9848,17,18.0,2529,海源复材,9.99541473388672,23.99,677075904.0,6237400000.0,6237400000.0,10.995709419250488,84274471.0,93145,94303,1.0,1/1,1.0,专用设备,20220728
10445,3,4.0,2595,豪迈科技,10.009267807006836,23.74,67683927.0,12662548647.24,18992000000.0,0.5345205664634705,72130429.0,92500,92500,0.0,1/1,1.0,专用设备,20220810
10557,39,40.0,2595,豪迈科技,9.983150482177734,26.11,592373040.0,13926669973.86,20888000000.0,4.315999031066895,25143930.0,102630,104006,3.0,2/2,2.0,专用设备,20220811
8423,23,24.0,2611,东方精工,9.95850658416748,5.3,499322688.0,5824994860.2,7059272248.0,8.810529708862305,80844376.0,93551,130012,1.0,1/1,1.0,专用设备,20220629
1018,3,4.0,2625,光启技术,9.979209899902344,21.16,788978672.0,31492321713.32,45591079032.96,2.506549119949341,121921867.0,92500,94445,4.0,1/1,1.0,专用设备,20220126
5437,93,94.0,2625,光启技术,10.036900520324709,14.91,583896912.0,22190478107.07,32124904932.96,2.6846258640289307,39459031.0,101030,142454,4.0,1/1,1.0,专用设备,20220509
8004,51,52.0,2625,光启技术,9.986772537231444,16.63,726068192.0,24750345467.51,35830796045.28,2.99951171875,128497598.0,103500,103500,0.0,1/1,1.0,专用设备,20220623
6939,65,66.0,2651,利君股份,10.05747127532959,7.66,305099984.0,4258099330.06,7916303600.0,7.321481704711914,7963971.0,105233,140248,7.0,1/1,1.0,专用设备,20220601
9862,31,32.0,2651,利君股份,9.948320388793944,8.51,208408243.0,4730603824.91,8794744600.0,4.514891147613525,36936804.0,94645,94645,0.0,1/1,1.0,专用设备,20220728
1572,73,74.0,2667,鞍重股份,10.0,13.31,132185653.0,3074783030.0,3076366920.0,4.50662088394165,60515512.0,134221,134221,0.0,1/1,1.0,专用设备,20220214
1611,28,29.0,2667,鞍重股份,9.992486953735352,14.64,221623894.0,3382030320.0,3383772480.0,6.845095634460449,44040326.0,95636,95636,0.0,2/2,2.0,专用设备,20220215
1650,10,11.0,2667,鞍重股份,9.97267723083496,16.1,106864876.0,3719309300.000001,3721225200.000001,2.943115711212158,72984520.0,93139,93139,0.0,3/3,3.0,专用设备,20220216
1742,30,31.0,2667,鞍重股份,10.0,17.71,490913600.0,4091240230.0,4093347720.0,12.433137893676758,65777950.0,102257,102257,0.0,4/4,4.0,专用设备,20220217
1771,14,15.0,2667,鞍重股份,9.99435329437256,19.48,405788496.0,4500133240.0,4502451360.0,9.145938873291016,44020904.0,93118,93542,2.0,5/5,5.0,专用设备,20220218
1832,23,24.0,2667,鞍重股份,10.01026725769043,21.43,468908864.0,4950608590.0,4953158760.0,9.62953758239746,47703180.0,93136,95609,5.0,6/6,6.0,专用设备,20220221
2011,51,52.0,2667,鞍重股份,9.98217487335205,24.68,1258850752.0,5701400840.0,5704337760.0,23.302038192749023,18352615.0,102215,144324,3.0,8/7,1.0,专用设备,20220223
2945,42,43.0,2667,鞍重股份,10.005266189575195,20.89,307238944.0,4825861570.0,4828347480.0,6.486700057983398,41399802.0,94912,95651,1.0,1/1,1.0,专用设备,20220317
3015,14,15.0,2667,鞍重股份,10.00478744506836,22.98,178686579.0,5308678740.0,5311413360.0,3.3946404457092285,51341594.0,93148,93148,0.0,2/2,2.0,专用设备,20220318
3114,8,9.0,2667,鞍重股份,10.008703231811523,25.28,165049348.0,5840008640.0,5843016960.0,2.836923837661743,55113686.0,92500,93133,1.0,3/3,3.0,专用设备,20220321
4805,119,120.0,2667,鞍重股份,9.974746704101562,17.42,233575628.0,4023987337.500001,4026319440.000001,6.114736080169678,20811674.0,142536,142536,0.0,1/1,1.0,专用设备,20220427
5539,56,57.0,2667,鞍重股份,10.0,19.69,235974511.0,4548353081.25,4550989080.0,5.336053848266602,79555948.0,102036,102036,0.0,1/1,1.0,专用设备,20220510
6031,61,62.0,2667,鞍重股份,9.979209899902344,21.16,491241152.0,4887920325.0,4890753120.0,10.44957447052002,66741390.0,134536,134536,0.0,1/1,1.0,专用设备,20220517
8654,50,51.0,2667,鞍重股份,9.984871864318848,21.81,578564912.0,5038069106.25,5040988920.0,11.78013801574707,42217617.0,112042,142421,1.0,1/1,1.0,专用设备,20220704
9671,27,28.0,2667,鞍重股份,10.008410453796388,26.16,376769680.0,6042910950.0,6046413120.0,6.456167221069336,75775840.0,103809,103809,0.0,1/1,1.0,专用设备,20220725
10166,20,21.0,2667,鞍重股份,10.0,26.4,406072944.0,6098350500.0,6101884800.0,6.728500843048096,37910400.0,94439,133657,5.0,1/1,1.0,专用设备,20220804
21,21,22.0,2689,远大智能,10.060976028442385,3.61,101960176.0,3755972183.88,3766351699.2,2.7437398433685303,28513036.0,93215,93215,0.0,1/1,1.0,专用设备,20220104
3143,37,38.0,2689,远大智能,9.935897827148438,3.43,39963067.0,3568693792.44,3578555769.6000004,1.135870337486267,57490202.0,93321,93321,0.0,1/1,1.0,专用设备,20220321
4242,30,31.0,2689,远大智能,9.887005805969238,3.89,100758662.0,4047449586.08,4058478700.8,2.5409047603607178,37532198.0,94351,94351,0.0,1/1,1.0,专用设备,20220414
4411,8,9.0,2689,远大智能,9.887005805969238,3.89,64994115.0,4047449586.08,4058478700.8,1.6273610591888428,75813793.0,93045,93045,0.0,4/2,1.0,专用设备,20220419
8255,88,89.0,2689,远大智能,9.91253662109375,3.77,196918354.0,3922592529.44,3933281414.4,5.276993274688721,41015865.0,134848,134848,0.0,1/1,1.0,专用设备,20220627
8286,15,16.0,2689,远大智能,10.079575538635254,4.15,130189732.0,4317973208.8,4329739488.0,3.03422212600708,77572086.0,93003,93003,0.0,2/2,2.0,专用设备,20220628
8407,7,8.0,2689,远大智能,10.120482444763184,4.57,787719296.0,4754972907.04,4767929990.400001,16.63593292236328,26024184.0,92500,131609,18.0,3/3,3.0,专用设备,20220629
8466,10,11.0,2689,远大智能,10.065646171569824,5.03,633999520.0,5233591624.16,5247852921.6,13.580546379089355,86211921.0,93145,95400,0.0,4/4,4.0,专用设备,20220630
8976,54,55.0,2689,远大智能,9.95024871826172,4.42,564896576.0,4598901586.24,4611433382.4,13.096606254577637,37470108.0,141803,142145,2.0,1/1,1.0,专用设备,20220711
10016,40,41.0,2689,远大智能,9.923664093017578,4.32,205329394.0,4494854039.04,4507102310.400001,4.728106498718262,59960304.0,100727,100727,0.0,1/1,1.0,专用设备,20220801
10760,41,42.0,2689,远大智能,10.023309707641602,4.72,291613568.0,4911044227.84,4924426598.4,6.247707843780518,82657768.0,101818,101818,0.0,1/1,1.0,专用设备,20220816
10798,2,3.0,2689,远大智能,9.957627296447754,5.19,507832048.0,5400067699.68,5414782636.8,9.46957302093506,97196788.0,92500,133800,2.0,2/2,2.0,专用设备,20220817
10875,13,14.0,2689,远大智能,10.019268035888672,5.71,585950352.0,5941114945.12,5957304211.2,10.101078033447266,125265603.0,93854,93854,0.0,3/3,3.0,专用设备,20220818
10956,12,13.0,2689,远大智能,9.982486724853516,6.28,1123489440.0,6534185964.16,6551991321.6,17.312591552734375,51539947.0,93115,144530,8.0,4/4,4.0,专用设备,20220819
357,17,18.0,2691,冀凯股份,10.097086906433104,5.67,65475148.0,1923790272.39,1927800000.0,3.4713997840881348,29627167.0,93630,93630,0.0,1/1,1.0,专用设备,20220111
3145,39,40.0,2691,冀凯股份,10.058026313781738,5.69,31510807.0,1930576128.73,1934600000.0,1.660739541053772,58218373.0,93433,93433,0.0,1/1,1.0,专用设备,20220321
3320,19,20.0,2691,冀凯股份,10.017574310302734,6.26,64821168.0,2123973034.42,2128400000.0,3.1644115447998047,35134556.0,93330,93330,0.0,3/2,1.0,专用设备,20220323
6968,13,14.0,2691,冀凯股份,9.979633331298828,5.4,33275329.0,1832166226.8,1836000000.0,1.8400720357894895,22081788.0,93154,93154,0.0,1/1,1.0,专用设备,20220602
2468,38,39.0,2730,电光科技,10.02024269104004,10.87,117098838.0,3333002879.9999995,3935808382.56,3.614970445632935,12823339.0,101906,101906,0.0,1/1,1.0,专用设备,20220307
2509,6,7.0,2730,电光科技,9.990009307861328,11.01,266668018.0,3375930240.0,3986499566.88,7.976291656494141,22386996.0,93000,141303,1.0,3/2,1.0,专用设备,20220309
9796,51,52.0,2730,电光科技,10.023866653442385,9.22,97392773.0,3190395493.6000004,3338376567.36,3.1490159034729004,68514041.0,105242,105242,0.0,1/1,1.0,专用设备,20220727
9866,35,36.0,2730,电光科技,9.978307723999023,10.14,369361168.0,3508742983.2000003,3671490064.32,10.900235176086426,37716622.0,95430,95430,0.0,2/2,2.0,专用设备,20220728
10536,18,19.0,2730,电光科技,9.956709861755373,10.16,163292359.0,3515663580.8,3678731662.08,4.717702865600586,30130526.0,93618,93618,0.0,1/1,1.0,专用设备,20220811
1835,26,27.0,2757,南兴股份,10.018439292907717,17.9,252959570.0,4974073372.599999,5288660968.0,5.170957088470459,41175208.0,93254,93424,1.0,1/1,1.0,专用设备,20220221
2104,17,18.0,2757,南兴股份,10.017889022827148,18.45,413715520.0,5126908029.3,5451161724.0,8.167182922363281,69161651.0,93239,101909,1.0,1/1,1.0,专用设备,20220225
1667,27,28.0,2774,快意电梯,9.975668907165527,9.04,75202490.0,2547545992.4,3043658652.16,3.0089190006256104,54973324.0,94200,94200,0.0,1/1,1.0,专用设备,20220216
2515,12,13.0,2774,快意电梯,10.022271156311035,9.88,235075658.0,2784264867.8,3326476491.5200005,8.524667739868164,10024248.0,93218,140948,6.0,1/1,1.0,专用设备,20220309
2767,23,24.0,2774,快意电梯,9.978991508483888,10.47,207058190.0,2950531696.9500003,3525122354.88,7.245297908782959,59084911.0,103645,103645,0.0,1/1,1.0,专用设备,20220315
1417,24,25.0,2779,中坚科技,10.02087688446045,21.08,154372210.0,2496599787.0,2782560000.0,6.346109867095947,5253136.0,95845,145648,2.0,1/1,1.0,专用设备,20220210
5824,54,55.0,2779,中坚科技,10.022573471069336,24.37,47972192.0,2886249374.25,3216840000.0,1.705541491508484,25282656.0,101909,101909,0.0,1/1,1.0,专用设备,20220513
6762,75,76.0,2779,中坚科技,9.990917205810549,24.22,60887200.0,2868484195.5,3197040000.0,2.18937087059021,18281256.0,131000,132936,1.0,1/1,1.0,专用设备,20220530
7621,23,24.0,2779,中坚科技,9.987618446350098,26.65,59829582.0,3156280091.25,3517800000.0,1.933853268623352,39540605.0,94524,94524,0.0,1/1,1.0,专用设备,20220616
8582,42,43.0,2779,中坚科技,9.984214782714844,27.87,212934232.0,3300770211.75,3678840000.0,6.52685546875,2858068.0,103418,143500,9.0,1/1,1.0,专用设备,20220701
2968,65,66.0,2786,银宝山新,9.95106029510498,6.74,64296911.0,3330314880.0,3340424880.0,1.9815750122070312,33999930.0,103251,103251,0.0,1/1,1.0,专用设备,20220317
6545,13,14.0,2786,银宝山新,9.98307991027832,6.5,80921977.0,3211728000.0,3221478000.0,2.5269272327423096,26522704.0,93057,93057,0.0,1/1,1.0,专用设备,20220526
6803,20,21.0,2786,银宝山新,9.967845916748049,6.84,143188080.0,3379726080.0,3389986080.0,4.289557456970215,27324432.0,93327,93327,0.0,4/2,1.0,专用设备,20220531
8131,69,70.0,2786,银宝山新,10.060976028442385,7.22,252143514.0,3567488640.0,3578318640.0,7.368827342987059,47366088.0,110339,110339,0.0,1/1,1.0,专用设备,20220624
8194,27,28.0,2786,银宝山新,9.972298622131348,7.94,254609051.0,3923249280.0,3935159280.0,6.671088218688965,68340604.0,93333,93333,0.0,2/2,2.0,专用设备,20220627
8291,20,21.0,2786,银宝山新,9.94962215423584,8.73,878356736.0,4313597760.0,4326692760.0,20.77378845214844,19594485.0,93021,133724,14.0,3/3,3.0,专用设备,20220628
10686,41,42.0,2786,银宝山新,10.029069900512695,7.57,180215801.0,3740427840.0,3751782840.0,4.970608234405518,22430886.0,103136,103136,0.0,1/1,1.0,专用设备,20220815
1053,38,39.0,2796,世嘉科技,10.013717651367188,8.02,48462689.0,1772963250.74,2024464122.96,2.8058671951293945,12409073.0,112912,135421,1.0,1/1,1.0,专用设备,20220126
1363,66,67.0,2796,世嘉科技,9.975668907165527,9.04,76017018.0,1998452342.48,2281939609.92,3.9663360118865967,46675291.0,112842,112842,0.0,1/1,1.0,专用设备,20220209
1527,28,29.0,2796,世嘉科技,9.977578163146973,9.81,140677913.0,2168674499.9700003,2476308359.88,6.649048805236816,28541655.0,94315,95751,1.0,4/2,1.0,专用设备,20220214
3359,58,59.0,2796,世嘉科技,10.0,9.68,178492183.0,2139935694.16,2443492856.64,8.57571792602539,28928196.0,131536,132045,1.0,1/1,1.0,专用设备,20220323
8994,15,16.0,2796,世嘉科技,10.024752616882324,8.89,61699693.0,2061020110.87,2244075567.7200003,3.024132490158081,15491714.0,93442,93442,0.0,1/1,1.0,专用设备,20220712
9096,72,73.0,2796,世嘉科技,10.011248588562012,9.78,237241575.0,2267353957.74,2468735551.44,11.0001220703125,38035476.0,112754,112754,0.0,2/2,2.0,专用设备,20220713
9130,17,18.0,2796,世嘉科技,10.0204496383667,10.76,212715762.0,2494553025.08,2716113960.48,9.133002281188965,75049299.0,94730,94730,0.0,3/3,3.0,专用设备,20220714
9181,0,1.0,2796,世嘉科技,10.037175178527832,11.84,100883797.0,2744935670.72,2988735064.32,3.6752700805664062,93285098.0,92500,92500,0.0,4/4,4.0,专用设备,20220715
9255,17,18.0,2796,世嘉科技,9.966216087341309,13.02,697126048.0,3018501894.66,3286598862.96,23.628273010253903,58231819.0,93218,103954,2.0,5/5,5.0,专用设备,20220718
9372,13,14.0,2796,世嘉科技,9.984639167785645,14.32,761947552.0,3319888412.56,3614753895.36,23.15675544738769,68968628.0,93015,105124,7.0,6/6,6.0,专用设备,20220719
1167,30,31.0,2816,和科达,10.031949043273926,17.22,62130668.0,1688236849.32,1722000000.0,3.750230550765991,15312024.0,95427,110830,1.0,1/1,1.0,专用设备,20220207
1732,20,21.0,2816,和科达,10.005558013916016,19.79,83205018.0,1940197865.74,1979000000.0,4.419400691986084,30874379.0,94612,94612,0.0,4/2,1.0,专用设备,20220217
1834,25,26.0,2837,英维克,10.005620956420898,39.14,856187696.0,10055410471.14,13084719931.52,8.615970611572266,70792518.0,93245,112327,8.0,1/1,1.0,专用设备,20220221
2821,47,48.0,2837,英维克,9.99042510986328,34.46,308753824.0,8853077282.460001,11520169873.28,3.5822715759277344,78144287.0,102924,102924,0.0,1/1,1.0,专用设备,20220316
