,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
24,25,300010,立思辰,10.034602165222168,12.72,889824016,8997175729.92,11045089420.800001,10.103044509887695,3535943760,105921,145518,7,1/1,1,软件服务
25,26,300201,海伦哲,10.14084529876709,3.91,128627855,3554435845.1600003,4070003143.2000003,3.6850616931915283,33357195320,110939,144548,1,1/1,1,汽车行业
26,27,600152,维科技术,9.98389720916748,6.83,346918784,2050872717.7,2874884146.4,17.32425308227539,5500724910,111056,145010,4,1/1,1,电子元件
27,28,300629,新劲刚,9.987516403198242,17.62,65134499,767083916.0400001,2136526720.2600002,8.962203025817871,124032800780,131536,131536,0,1/1,1,金属制品
28,29,300303,聚飞光电,9.956709861755371,5.08,1203138528,5796198913.04,6495473724.8,21.888565063476562,21013084720,131624,145406,12,3/2,1,电子元件
29,30,000610,西安旅游,9.98810863494873,9.25,205603462,2176319363.25,2189918084.25,9.650958061218262,14321765750,135800,143112,5,1/1,1,旅游酒店
30,31,600216,浙江医药,10.015290260314941,14.39,945497008,13888130402.75,13888191920.0,6.993636608123779,7176537630,141748,144739,3,1/1,1,医药制造
31,32,600081,东风科技,10.01838207244873,11.97,136488150,3753313200.0,3753313200.0,3.863983392715454,23154923610,144748,144748,0,1/1,1,汽车行业
32,33,600615,丰华股份,10.0,11.77,246396051,2208340459.16,2213001379.16,11.66846752166748,599340170,144938,145502,3,4/2,1,金属制品
0,1,600114,东睦股份,9.985734939575195,7.71,239819234,4704345604.47,4753138146.72,5.097823619842529,70519060110,092502,092502,0,2/2,2,金属制品
1,2,002077,大港股份,10.016420364379883,6.7,661465488,3622037252.5,3888335030.4,18.389188766479492,17514470000,092503,143345,8,2/2,2,房地产
2,3,002969,嘉美包装,9.982332229614258,12.45,104179533,1186025595.0,11860252663.199999,8.783919334411621,208245746700,092503,092503,0,10/10,10,包装材料
3,4,300810,中科海讯,10.005784034729004,57.06,6155119,1124082000.0,4490622000.0,0.5475685000419617,86088076740,092503,092503,0,6/6,6,电子信息
4,5,600599,熊猫金控,10.042283058166504,10.41,44587862,1728060000.0,1728060000.0,2.580226421356201,23789868900,092503,092503,0,1/1,1,多元金融
5,6,601231,环旭电子,10.006027221679688,18.25,43686649,39710605335.0,39710605408.0,0.11001254618167877,307963475750,092504,092504,0,1/1,1,电子元件
6,7,002282,博深股份,9.96216869354248,8.72,26178619,2050727970.7200003,3817079824.6400003,1.2833409309387207,14274640000,093003,093003,0,1/1,1,机械行业
7,8,300561,汇金科技,10.007147789001465,15.39,104620127,2069255462.94,3905010090.7200003,5.063384532928467,41755363110,093003,093003,0,1/1,1,软件服务
8,9,600712,南宁百货,9.974424362182617,8.6,1564880112,4629205686.599999,4684036096.0,33.977210998535156,50164075200,093013,105334,18,8/8,8,商业百货
9,10,300461,田中精机,9.994683265686035,20.69,37336001,1292658895.68,2516780842.2000003,2.927496910095215,25632385820,093024,093024,0,2/2,2,电子元件
10,11,600303,曙光股份,10.059171676635742,3.72,71408982,2513247664.92,2513247653.76,2.873774290084839,24128187840,093352,093446,1,1/1,1,汽车行业
11,12,600695,绿庭投资,10.058026313781738,5.69,73882920,2085198094.88,4046341626.2400002,3.5688865184783936,30680258090,093909,093909,0,1/1,1,多元金融
12,13,300796,贝斯美,9.987770080566406,26.98,154440394,817494000.0,3268627000.0,19.29006576538086,36120770040,094106,094106,0,1/1,1,农药兽药
13,14,603626,科森科技,9.977578163146973,9.81,164079715,1551302750.97,4050890701.92,10.695398330688477,16123951440,094149,101304,1,1/1,1,金属制品
14,15,000416,民生控股,10.0204496383667,5.38,177499838,2860229107.24,2861468605.44,6.312875270843506,12662906000,094427,133536,1,1/1,1,多元金融
15,16,002536,飞龙股份,9.935205459594727,5.09,60168257,2398261545.43,2548623102.72,2.5994741916656494,19490500750,100933,100933,0,1/1,1,汽车行业
16,17,603168,莎普爱思,9.973752975463867,8.38,100879041,2491730150.0,2703325116.48,4.100255966186523,3532689560,101613,135117,7,1/1,1,医药制造
17,18,002291,星期六,10.0,7.92,287409264,3159461408.4,5217801684.48,9.264067649841309,9561816000,103400,130003,6,1/1,1,纺织服装
18,19,002785,万里石,10.034602165222168,15.9,92569480,2460142589.1,3180000000.0,3.8470845222473145,9511284600,110212,110212,0,1/1,1,水泥建材
19,20,300673,佩蒂股份,10.01662540435791,26.47,93096811,1236070648.8,3880687290.0,7.730020999908447,14929688810,111642,111642,0,1/1,1,农牧饲渔
20,21,300438,鹏辉能源,9.995691299438477,25.53,412632720,5418535145.34,7177807292.16,7.941539287567139,46097223300,112033,112033,0,1/1,1,电子元件
21,22,601066,中信建投,9.995537757873535,24.65,2460303216,21306848310.25,188483393996.8,11.906752586364746,155785485700,112243,130247,1,1/1,1,券商信托
22,23,300201,海伦哲,9.974424362182617,4.3,271470608,3908970366.7999997,4475962536.0,7.098883152008057,58748199600,130012,130051,1,2/2,2,汽车行业
23,24,300464,星徽精密,9.968847274780273,14.12,246845147,2789424087.72,4986085125.12,9.043375968933105,15660492000,132748,143124,4,1/1,1,金属制品
24,25,601990,南京证券,10.065360069274902,8.42,1163891104,17353522100.66,27776093095.36,6.930395126342773,47814797140,132829,141053,1,1/1,1,券商信托
25,26,300399,京天利,10.0,15.07,155729929,2020212813.41,2977832000.0,8.114548683166504,56765223900,133403,133403,0,6/3,1,电子信息
26,27,300033,同花顺,10.003030776977539,108.87,2691697472,28774597279.98,58528512000.0,9.574554443359375,49827621600,133448,141812,3,1/1,1,软件服务
27,28,002622,融钰集团,10.0,3.3,201877178,2771925750.0,2772000000.0,7.494205474853516,16011072000,134121,140715,2,1/1,1,输配电气
28,29,300014,亿纬锂能,10.01047134399414,52.53,2213395440,43028125553.340004,50908908230.880005,5.278390884399414,85767306900,134503,135912,3,1/1,1,电子元件
29,30,002492,恒基达鑫,10.0,6.93,355162864,2759052972.06,2806650000.0,13.348649978637695,9535298850,135112,143018,2,1/1,1,交运物流
30,31,603595,东尼电子,9.996048927307129,27.84,125145447,1940184744.96,5960840523.84,6.730752468109131,17870189760,140355,140449,1,1/1,1,材料行业
31,32,300379,东方通,9.997912406921387,52.7,1610216048,12360617782.900002,14814034083.2,13.53243637084961,61032871300,141418,141630,1,3/2,1,软件服务
32,33,002050,三花智控,10.027284622192383,16.13,971253632,39011491565.189995,44610061991.52,2.5493202209472656,21764160610,141803,144945,2,1/1,1,家电行业
33,34,300118,东方日升,10.0,13.2,433796912,9184124004.0,11897951155.199999,4.876592636108398,25366308000,144312,144312,0,1/1,1,输配电气
34,35,603659,璞泰来,9.994147300720215,75.17,318787424,14547656714.960001,32715398398.72,2.284708261489868,14199613000,144355,144355,0,1/1,1,材料行业
35,36,603629,利通电子,9.98568344116211,30.73,81641955,768250000.0,3073000000.0,11.099964141845703,68401907000,144558,144558,0,1/1,1,金属制品
36,37,603396,金辰股份,10.0,18.7,58367824,826480945.4,1978073545.8,7.341139793395996,2853994000,145001,145043,1,1/1,1,专用设备
37,38,300608,思特奇,10.025219917297363,17.45,76710777,1789403619.0,2751022374.4,4.40416955947876,3080448500,145142,145630,2,1/1,1,软件服务
0,1,601231,环旭电子,10.027397155761719,20.08,127086320,43692545486.399994,43692545566.71999,0.2908650040626526,277840936000,092502,092502,0,2/2,2,电子元件
1,2,300586,美联新材,9.985527992248535,15.2,17376594,964345000.0,3648000000.0,1.8019064664840698,238930365600,092503,092503,0,1/1,1,化工行业
2,3,300810,中科海讯,10.007010459899902,62.77,3345641,1236569000.0,4939999000.0,0.2705583870410919,411614275000,092503,092503,0,7/7,7,电子信息
3,4,600651,飞乐音响,10.04672908782959,4.71,24407484,4640386209.42,4640386200.0,0.5259795784950256,79954350660,092503,092503,0,1/1,1,电子元件
4,5,601700,风范股份,9.980430603027344,5.62,14615316,6358647840.0,6368763840.0,0.2298494279384613,103889690200,092503,092503,0,1/1,1,输配电气
5,6,603808,歌力思,9.992254257202148,14.2,237638218,4721721676.2,4721813990.4,5.033998012542725,5829100000,092503,142829,8,1/1,1,纺织服装
6,7,300461,田中精机,10.004833221435547,22.76,54333627,1421987262.72,2768580568.8,3.8209645748138428,31680964080,093003,093003,0,3/3,3,电子元件
7,8,300643,万通智控,9.985734939575195,23.13,268936896,1936789185.33,4626000000.0,14.206486701965332,71857971000,093215,093215,0,12/7,1,汽车行业
8,9,002787,华源控股,9.938838005065918,7.19,36718647,1200927437.4,2236232419.52,3.100867986679077,25811373810,093400,093400,0,1/1,1,包装材料
9,10,000026,飞亚达Ａ,10.0,10.34,197305359,3688447245.12,4580298219.2,5.4754228591918945,28485676340,093436,101303,1,1/1,1,珠宝首饰
10,11,300456,耐威科技,10.024937629699707,22.06,428967888,7148100454.339999,14160282586.56,6.1330108642578125,54318558600,093448,093645,1,3/2,1,航天航空
11,12,002285,世联行,10.031347274780273,3.51,102429088,7053923714.759999,7170828125.759999,1.4683570861816406,14764488570,093606,093606,0,1/1,1,房地产
12,13,300580,贝斯特,9.98603343963623,15.75,140088134,1041175800.0,3150000000.0,13.54373836517334,39602445750,094206,100757,1,1/1,1,汽车行业
13,14,600695,绿庭投资,10.017574310302734,6.26,389849408,2294084371.52,4451686920.96,17.33601951599121,19543344400,094225,105808,3,2/2,2,多元金融
14,15,300438,鹏辉能源,9.988248825073242,28.08,674398000,5959751934.24,7894744565.759999,11.432282447814941,37293216480,094303,102333,7,2/2,2,电子元件
15,16,603388,元成股份,9.957924842834473,7.84,96969897,957907350.4,2262839631.36,10.247559547424316,3123683360,094355,140521,4,1/1,1,园林工程
16,17,300508,维宏股份,10.011551856994629,28.57,52826788,1180689076.88,2597355840.0,4.520284175872803,30762518940,094830,094830,0,1/1,1,软件服务
17,18,300113,顺网科技,10.022172927856445,24.81,435632304,11852959736.039999,17225266622.879997,3.7696356773376465,68223108630,094836,094836,0,1/1,1,软件服务
18,19,603005,晶方科技,10.0,47.19,1717892416,10838573481.449999,10838573481.449999,16.206716537475586,41494119810,094949,143728,10,5/4,1,电子元件
19,20,600707,彩虹股份,10.055866241455078,3.94,80553365,5074587891.8,14138255528.32,1.6526918411254883,62190449320,095140,095140,0,1/1,1,电子元件
20,21,300346,南大光电,9.984151840209961,13.88,266383579,5110877429.8,5647644970.240001,5.361825466156006,33138388960,095924,095924,0,1/1,1,材料行业
21,22,000823,超声电子,10.034013748168945,12.94,637674960,6947751425.28,6948340040.0,9.459692001342773,61886753420,100100,100100,0,3/2,1,电子元件
22,23,300659,中孚信息,10.008439064025879,65.18,106236948,4269793776.2200003,8658054940.0,2.551384449005127,35779909200,100224,100257,1,1/1,1,软件服务
23,24,002212,南洋股份,9.977827072143555,19.84,921369024,17785007936.64,22984308275.2,5.233572959899902,19828096000,100306,134527,15,1/1,1,输配电气
24,25,300345,红宇新材,9.986504554748535,8.15,302294496,2604507496.8,3596558227.2000003,11.844820976257324,15617030000,101224,134336,4,1/1,1,金属制品
25,26,300241,瑞丰光电,10.043667793273926,7.56,499328848,3155641289.64,4042671897.6,16.14501190185547,21238194600,101709,105518,4,1/1,1,电子元件
26,27,002319,乐通股份,9.98719596862793,8.59,34119428,1717673846.29,1718000000.0,2.052138566970825,31356953180,101854,101854,0,1/1,1,化工行业
27,28,600114,东睦股份,9.987030029296875,8.48,835139488,5174170003.360001,5227835471.360001,16.89948844909668,52786185280,102217,103029,1,3/3,3,金属制品
28,29,300507,苏奥传感,10.013262748718262,16.59,437671056,2162909288.61,3652749702.0,20.63144302368164,1247518230,102224,144830,6,6/3,1,汽车行业
29,30,300551,古鳌科技,10.0,22.66,158956948,1526730529.5,2552422400.0,10.873895645141602,22663399000,102406,102406,0,1/1,1,专用设备
30,31,002906,华阳集团,10.041494369506836,13.26,128223297,2681817072.48,6273306000.0,4.945871829986572,32443242000,103906,104106,1,1/1,1,电子元件
31,32,002626,金达威,9.9943208694458,19.37,312657520,11939511625.99,11941254790.400002,2.6785943508148193,5040074000,104948,143927,5,1/1,1,食品饮料
32,33,300397,天和防务,10.01662540435791,26.47,321044112,4087780629.0,6352800000.0,8.057684898376465,44604597000,105636,105636,0,1/1,1,电子信息
33,34,603722,阿科力,10.007638931274414,28.8,240867536,1173024000.0,2496960000.0,21.042238235473633,10166198400,105726,133236,6,1/1,1,化工行业
34,35,002291,星期六,9.974746704101562,8.71,374533856,3474609705.4500003,5738264226.240001,11.366780281066895,23088546390,110733,110733,0,2/2,2,纺织服装
35,36,300379,东方通,10.0,57.97,2293636112,13596679561.19,16295437491.52,17.483360290527344,29239024540,111548,144512,6,4/3,2,软件服务
36,37,300323,华灿光电,9.954058647155762,7.18,282210464,5973622675.32,7841719024.32,4.882103443145752,32919287620,111848,111848,0,1/1,1,电子元件
37,38,002079,苏州固锝,9.97008991241455,11.03,1426037024,8009258108.24,8029525512.639999,18.300617218017578,6267246000,112203,145542,7,1/1,1,电子元件
38,39,000100,TCL 集团,9.898476600646973,4.33,3981424400,55354047763.17,58578139934.72,7.337127685546875,32233104550,112257,144545,12,1/1,1,电子元件
39,40,300303,聚飞光电,10.0401611328125,5.48,892392464,6252592528.240001,7006928348.8,14.851566314697266,25872685640,130006,135227,3,5/3,1,电子元件
40,41,300269,联建光电,10.11494255065918,4.79,133240138,1950474640.69,2833705676.96,7.07416296005249,35314275000,130027,130027,0,1/1,1,电子元件
41,42,601990,南京证券,9.97624683380127,9.26,2160411680,19084752333.98,30547104758.079998,11.677604675292969,53827666980,131354,132557,2,2/2,2,券商信托
42,43,300088,长信科技,10.032362937927246,10.2,2535622448,23151533640.0,23582137574.399998,11.195737838745117,63791208000,131909,140836,1,1/1,1,电子元件
43,44,300081,恒信东方,9.979839324951172,10.91,321329488,3451208685.85,5773112383.52,9.667754173278809,34888565320,133433,133433,0,1/1,1,电子信息
44,45,300789,唐源电气,10.0,82.5,151377021,948750000.0,3793577617.5,16.453773498535156,26552955000,134118,134609,2,1/1,1,软件服务
45,46,600580,卧龙电驱,10.028382301330566,11.63,486204928,15009719705.18,15039445961.92,3.371860980987549,29901613880,135203,135203,0,1/1,1,输配电气
46,47,002866,传艺科技,9.983766555786133,13.55,265162880,1092474034.5,3357356534.5,25.032163619995117,6809105350,140357,144536,3,1/1,1,电子元件
47,48,300446,乐凯新材,9.993792533874512,17.72,226638370,3150366112.56,3264024000.0,7.48911190032959,3581212000,140633,145021,5,1/1,1,电子信息
48,49,300598,诚迈科技,10.004618644714355,119.08,872946352,5759475675.2,9526400000.0,15.64105224609375,49508700800,141003,141251,2,1/1,1,软件服务
49,50,002596,海南瑞泽,9.963099479675293,5.96,349110080,5355004428.96,6857949811.2,6.694484233856201,19542464520,141554,142927,5,1/1,1,水泥建材
50,51,600511,国药股份,10.004134178161621,26.61,305199168,7388091565.86,20077324617.12,4.2798895835876465,8793487380,141648,143333,3,1/1,1,医药制造
51,52,002492,恒基达鑫,9.956709861755371,7.62,403242704,3033763874.04,3086100000.0,13.755982398986816,28026360000,141806,141806,0,2/2,2,交运物流
52,53,002765,蓝黛传动,9.978768348693848,5.18,47611034,1317762215.0,2494074688.0,3.74658203125,28703416000,142209,142209,0,1/1,1,机械行业
53,54,300607,拓斯达,10.0,46.09,177051677,3394343771.28,6818293592.330001,5.377874374389648,14194706020,142809,142809,0,1/1,1,机械行业
54,55,603133,碳元科技,10.0,25.3,228093510,2833116643.5,5325017500.0,8.390559196472168,11572220000,143618,143618,0,1/1,1,电子元件
55,56,002368,太极股份,9.992152214050293,42.05,888021568,17025023605.499998,17357294716.0,5.390809059143066,42592571150,143848,143930,1,1/1,1,软件服务
56,57,002959,小熊电器,10.00499439239502,66.08,348990288,1982400000.0,7929600000.0,18.15852928161621,24295104960,144306,144306,0,1/1,1,家电行业
57,58,601066,中信建投,10.020283699035645,27.12,3938875328,23441855017.2,207369965322.24002,17.52011489868164,10113048000,144759,145617,6,2/2,2,券商信托
58,59,002456,欧菲光,10.0,16.83,4264835680,44902947660.119995,45657553629.6,9.854515075683594,35199557910,145206,145621,2,1/1,1,电子元件
59,60,000525,红 太 阳,9.975961685180664,9.15,217264667,5255749614.75,5314071852.0,4.2921037673950195,9248820000,145330,145421,1,1/1,1,农药兽药
60,61,600712,南宁百货,10.0,9.46,1580162400,5092126255.26,5152439705.6,33.59990692138672,12680165080,145451,150001,2,9/9,9,商业百货
0,1,601700,风范股份,9.964412689208984,6.18,17178861,6992249760.0,7003373760.0,0.24568432569503784,84699674820,092500,092500,0,2/2,2,输配电气
1,2,601231,环旭电子,10.009960174560547,22.09,201555875,48066151882.2,48066151970.56,0.4193301796913147,364610824640,092501,092501,0,3/3,3,电子元件
2,3,603053,N成燃,44.01913833618164,15.05,18225437,1337794500.0,13377794500.0,1.3672089576721191,158878154400,092502,092502,0,1/1,1,公用事业
3,4,002970,N锐明,44.0,54.72,6733150,1181952000.0,4727808000.0,0.5714768767356873,124463977920,092503,092503,0,1/1,1,电子信息
4,5,300456,耐威科技,10.018132209777832,24.27,88988843,7864206619.53,15578878439.52,1.1315679550170898,115316016870,092503,092503,0,4/3,2,航天航空
5,6,300586,美联新材,10.0,16.72,41326991,1060779499.9999999,4012799999.9999995,3.8959078788757324,203530720800,092503,092503,0,2/2,2,化工行业
6,7,300643,万通智控,9.987030029296875,25.44,575229488,2130216899.0400002,5088000000.0,27.032306671142578,62673984000,092503,100118,6,13/8,2,汽车行业
7,8,300810,中科海讯,10.004779815673828,69.05,13630470,1360285000.0,5434235000.0,1.0020304918289185,108657080000,092503,092503,0,8/8,8,电子信息
8,9,600651,飞乐音响,9.978768348693848,5.18,110607358,5103439610.36,5103439600.0,2.1677544116973877,35393904000,092504,093103,1,2/2,2,电子元件
9,10,600707,彩虹股份,9.898476600646973,4.33,32637375,5576894815.1,15537727522.24,0.5852248668670654,76890408000,092504,092504,0,2/2,2,电子元件
10,11,600114,东睦股份,10.023585319519043,9.33,182638291,5692807326.81,5751851998.56,3.2116501331329346,75494124180,093001,093001,0,4/4,4,金属制品
11,12,002319,乐通股份,10.011641502380371,9.45,49904482,1889641192.9499998,1889999999.9999998,2.6489129066467285,103340153700,093003,093003,0,2/2,2,化工行业
12,13,300079,数码科技,10.018214225769043,6.04,789216976,7475014402.64,8636045538.56,10.706783294677734,35104745760,093024,110948,1,1/1,1,通讯行业
13,14,300035,中科电气,10.030863761901855,7.13,296788448,2899759492.18,4567509600.16,10.312950134277344,10298572000,093027,101048,4,1/1,1,机械行业
14,15,000823,超声电子,9.969088554382324,14.23,1261071056,7640378885.76,7641026180.0,16.876550674438477,73723523960,093121,131121,2,4/3,2,电子元件
15,16,000026,飞亚达Ａ,9.961315155029297,11.37,147392339,4055865104.16,5036556165.599999,3.6626358032226562,53800668330,093124,093124,0,2/2,2,珠宝首饰
16,17,300147,香雪制药,10.074073791503906,7.43,60749217,4906766605.82,4914769176.48,1.257379174232483,35481920420,093212,093212,0,1/1,1,医药制造
17,18,002765,蓝黛传动,10.038609504699707,5.7,135121355,1450047225.0,2744445120.0,9.456855773925781,39798198000,093218,093624,2,2/2,2,机械行业
18,19,300303,聚飞光电,10.03649616241455,6.03,587460080,6880133749.14,7710178456.8,8.701878547668457,57890828070,093739,102609,3,6/4,2,电子元件
19,20,300128,锦富技术,9.921670913696289,4.21,128323256,4513984515.08,4606225867.68,2.9044158458709717,28867759500,093757,093757,0,1/1,1,电子元件
20,21,600695,绿庭投资,10.063898086547852,6.89,401961056,2524958677.2799997,4899700141.44,16.16659164428711,41098126550,094210,095337,4,3/3,3,多元金融
21,22,002855,捷荣技术,10.030165672302246,14.59,129982136,1216806000.0,3669062561.0,11.001960754394531,27505068000,094436,094436,0,1/1,1,塑胶制品
22,23,600776,东方通信,10.024813652038574,22.17,857146432,21194521418.88,27845521418.88,4.129909515380859,107586176940,094546,094625,1,1/1,1,通讯行业
23,24,300367,东方网力,9.905660629272461,4.66,188000399,3891382582.4,5572299905.92,5.000730991363525,39400919780,094800,094800,0,1/1,1,安防设备
24,25,002460,赣锋锂业,9.993155479431152,32.14,2277236992,25730104944.100002,41544175827.520004,9.004007339477539,123006143720,095033,104545,3,1/1,1,有色金属
25,26,600677,航天通信,10.065360069274902,8.42,287481776,3821203712.98,4393486080.32,7.7286858558654785,57252834080,095752,095752,0,1/1,1,通讯行业
26,27,600975,新五丰,9.944750785827637,7.96,363763456,5195297648.64,5195297648.64,7.138077259063721,29835672000,095804,102955,4,1/1,1,农牧饲渔
27,28,300502,新易盛,10.012453079223633,44.17,893476000,6978747057.31,10444400655.5,13.07588005065918,30125530120,100045,104451,3,1/1,1,通讯行业
28,29,600136,当代明诚,9.98217487335205,12.34,426236608,6008126175.24,6011828249.28,7.2979326248168945,23140720740,100304,102737,3,1/1,1,文化传媒
29,30,300561,汇金科技,10.006293296813965,17.48,542441584,2350265464.08,4435320103.04,23.728496551513672,29623460880,100606,112142,2,3/2,1,软件服务
30,31,600889,南京化纤,10.112359046936035,4.9,22017910,1656416207.6000001,1795095478.4,1.3573840856552124,16872434600,101107,101107,0,1/1,1,化纤行业
31,32,300081,恒信东方,9.99083423614502,12.0,614633952,3796013220.0,6349894464.0,16.697795867919922,60363264000,103400,130003,3,2/2,2,电子信息
32,33,002343,慈文传媒,10.043290138244629,12.71,1088224832,5114379569.1,6036610432.8,21.906021118164062,20081037400,104354,145336,12,8/4,1,文化传媒
33,34,300269,联建光电,10.02087688446045,5.27,404988544,2145929301.9699998,3117667832.4799995,19.21625328063965,8488389000,104700,144754,8,2/2,2,电子元件
34,35,000040,东旭蓝天,9.89011001586914,4.0,313127920,4241362680.0,5947495488.0,7.667315483093262,27058196000,104833,104833,0,1/1,1,环保工程
35,36,601990,南京证券,10.043196678161621,10.19,2183275296,21001471520.87,33615010527.519997,10.806119918823242,140154370710,105009,105009,0,3/3,3,券商信托
36,37,603738,泰晶科技,9.988317489624023,18.83,217437087,3146647857.9199996,3146647857.9199996,7.154366493225098,29257809210,105922,105922,0,1/1,1,电子元件
37,38,600909,华安证券,10.031347274780273,7.02,743161408,25419420000.0,25419420000.0,3.0000407695770264,146709400500,110552,110552,0,1/1,1,券商信托
38,39,002605,姚记科技,9.977324485778809,19.4,297587168,5232040514.0,7748623529.599999,5.8872809410095215,1476340000,111506,144724,4,1/1,1,文教休闲
39,40,002351,漫步者,10.019268035888672,28.55,2344156800,8317791260.0,16923440978.4,29.185415267944336,127756282300,112154,112154,0,14/7,1,电子信息
40,41,002966,苏州银行,9.988901138305664,9.91,595848576,3303333339.94,33033333280.48,18.580894470214844,213115184240,130000,130000,0,1/1,1,银行
41,42,600310,桂东电力,9.950248718261719,4.42,59382594,3658765500.0,3658765535.36,1.6789182424545288,27159662400,130007,130007,0,1/1,1,电力行业
42,43,600716,凤凰股份,9.898476600646973,4.33,131094270,4053142354.7000003,4053142363.36,3.2982778549194336,28762237170,130217,133729,1,1/1,1,房地产
43,44,002846,英联股份,9.987030029296875,16.96,143858780,897732147.2,3299303424.0,16.613439559936523,6702541120,131154,131154,0,1/1,1,包装材料
44,45,002751,易尚展示,10.019342422485352,28.44,527910272,3356949698.6400003,4396841433.72,16.35723876953125,18042336000,132524,134821,5,1/1,1,木业家具
45,46,002291,星期六,9.988518714904785,9.58,499447664,3821671754.1,6311431835.52,13.409757614135742,2126098980,133609,142509,11,3/3,3,纺织服装
46,47,000413,东旭光电,9.937888145446777,3.54,1651849824,17219109811.56,20285085849.6,10.016201972961426,58371594540,134515,134827,1,1/1,1,电子元件
47,48,300311,任子行,10.00981330871582,11.21,1176950624,5201439887.900001,7622674627.360001,23.781164169311523,69945422760,135048,135048,0,1/1,1,软件服务
48,49,600812,华北制药,9.957627296447754,10.38,1272905360,16927753087.02,16927753159.680002,7.7137980461120605,15253410000,141059,145638,5,1/1,1,医药制造
49,50,000980,众泰汽车,10.150376319885254,2.93,196278822,3650618009.09,5941076897.280001,5.626079082489014,23107612010,142524,142524,0,1/1,1,汽车行业
50,51,002171,楚江新材,10.060976028442383,7.22,374752512,7617342295.98,9629081689.279999,5.133425235748291,1880181860,144900,145609,3,1/1,1,有色金属
51,52,600393,粤泰股份,9.85915470123291,3.12,366425104,3083201322.2400002,7913093360.64,12.37613582611084,5571468240,145120,145502,1,1/1,1,房地产
52,53,000156,华数传媒,10.034207344055176,9.65,316743760,12354850002.050001,13831845873.6,2.66113543510437,1343328250,145300,150003,2,1/1,1,文化传媒
0,1,603053,成都燃气,10.033222198486328,16.56,4588892,1472018400.0,14720018399.999998,0.3117414712905884,111046276080,092500,092500,0,2/2,2,公用事业
1,2,000026,飞亚达Ａ,10.026385307312012,12.51,422718848,4462521763.68,5541540688.8,9.478224754333496,32901300000,092503,141018,5,3/3,3,珠宝首饰
2,3,002970,锐明技术,9.996344566345215,60.19,2318578,1300104000.0,5200416000.0,0.178337961435318,152797070010,092503,092503,0,2/2,2,电子信息
3,4,300456,耐威科技,10.012360572814941,26.7,33041250,8651599371.3,17138691979.199999,0.38190916180610657,141758310000,092503,092503,0,5/4,3,航天航空
4,5,300586,美联新材,9.988038063049316,18.39,48574592,1166730562.5,4413600000.0,4.163308620452881,285113796990,092503,092503,0,3/3,3,化工行业
5,6,300810,中科海讯,10.007241249084473,75.96,53254264,1496411999.9999998,5978051999.999999,3.5587968826293945,396011155320,092503,092503,0,9/9,9,电子信息
6,7,600695,绿庭投资,10.014513969421387,7.58,185592304,2777821012.16,5390381287.68,6.688876628875732,57221063740,092503,093040,1,4/4,4,多元金融
7,8,601231,环旭电子,10.00452709197998,24.3,789705360,52874942994.0,52874943091.200005,1.4935342073440552,368755829100,092503,092503,0,4/4,4,电子元件
8,9,601700,风范股份,10.032362937927246,6.8,32925688,7693737600.0,7705977600.0,0.42795440554618835,130852311600,092503,092503,0,3/3,3,输配电气
9,10,300307,慈星股份,10.06289291381836,5.25,59036704,4164422172.75,4210500000.0,1.4254462718963623,43891039500,093003,093003,0,1/1,1,专用设备
10,11,300112,万讯自控,9.962639808654785,8.83,101992748,1734560016.79,2527270326.4,5.918553352355957,36240545160,093036,093036,0,1/1,1,仪器仪表
11,12,300123,亚光科技,9.986320495605469,8.04,605470192,4648803616.2,8101351760.639999,13.141959190368652,18417228000,093124,145030,5,1/1,1,船舶制造
12,13,300303,聚飞光电,9.950248718261719,6.63,609824544,7564724171.94,8477360392.8,8.101852416992188,72128698200,093206,112551,2,7/5,3,电子元件
13,14,000156,华数传媒,10.051814079284668,10.62,564419904,13596736478.939999,15222197220.48,4.202017784118652,11890045800,093324,140945,6,2/2,2,文化传媒
14,15,002184,海得控制,10.0,11.33,95266785,1778267904.82,2722083360.37,5.472451686859131,30684767080,093812,093812,0,1/1,1,电子信息
15,16,300643,万通智控,9.98427677154541,27.98,1113380288,2342903649.18,5596000000.0,48.0794792175293,46947642000,093851,145406,14,14/9,3,汽车行业
16,17,002655,共达电声,10.036101341247559,15.24,1293868304,5486400000.0,5486400000.0,24.010019302368164,101027453520,094054,145224,3,1/1,1,电子元件
17,18,300600,瑞特股份,9.989701271057129,10.68,229372118,1269552960.0,3242300701.44,18.25625991821289,4560210480,094142,132715,3,1/1,1,船舶制造
18,19,300140,中环装备,10.050762176513672,10.84,91372319,3740688164.56,4631325480.32,2.471072196960449,16759713160,094457,095624,2,1/1,1,输配电气
19,20,300312,邦讯技术,9.962406158447266,5.85,154486647,1119458345.85,1872234000.0,14.079822540283203,16818615450,094639,104918,1,1/1,1,通讯行业
20,21,002291,星期六,10.02087688446045,10.54,575131120,4204636773.2999997,6943892645.759999,14.17615795135498,19648794480,094706,131400,2,4/4,4,纺织服装
21,22,600707,彩虹股份,9.930715560913086,4.76,713053600,6130720397.2,17080735105.279999,11.92556381225586,2437120000,095116,145620,9,3/3,3,电子元件
