,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
24,25,300037,新宙邦,10.003022193908691,36.4,370910352,9093515704.0,13788370086.4,4.182916164398193,39231738000,103415,103415,0,1/1,1,材料行业
25,26,603069,海汽集团,9.988776206970215,9.8,112126631,3096800000.0,3096800000.0,3.731257200241089,12124560000,103434,111216,2,3/2,1,交运物流
26,27,002227,奥 特 迅,9.990301132202148,11.34,27836479,2498276707.92,2501574516.0,1.1393685340881348,19172832840,105245,105245,0,1/1,1,输配电气
27,28,603876,鼎胜新材,10.007758140563965,14.18,135311282,3341165336.0,6097400000.0,4.186978816986084,32273453120,111310,111310,0,1/1,1,有色金属
28,29,002497,雅化集团,10.064934730529785,6.78,357789824,5735211790.320001,6499907352.0,6.418917179107666,73047564060,111433,111433,0,1/1,1,化工行业
29,30,002176,江特电机,9.91253662109375,3.77,334639424,6429544177.68,6432847451.68,5.464535713195801,33139238730,112003,112003,0,1/1,1,机械行业
30,31,002131,利欧股份,9.842519760131836,2.79,1052300352,15002037358.380001,18556681582.08,7.1599297523498535,66712197780,130624,130624,0,1/1,1,电子信息
31,32,300429,强力新材,9.993425369262695,16.73,1088177040,5024196321.27,8620189248.16,22.611528396606445,42223542060,131151,131151,0,1/1,1,化工行业
32,33,000613,大东海A,9.963768005371094,6.07,157147059,1613870962.0,2210087000.0,10.036334991455078,7617048760,131345,135151,2,1/1,1,旅游酒店
33,34,000886,海南高速,9.921670913696289,4.21,255772036,4077292161.08,4162967159.84,6.415082931518555,5739914000,131839,145245,6,1/1,1,房地产
34,35,300035,中科电气,10.0,7.81,445886144,3176314394.66,5003120613.92,14.392156600952148,22932831020,132545,134824,1,1/1,1,机械行业
35,36,300390,天华超净,10.073260307312012,6.01,127268060,1959269213.33,3313168760.0,6.67428731918335,18171235000,133400,133400,0,1/1,1,电子元件
36,37,603598,引力传媒,9.958932876586914,10.71,180030236,2868811659.0,2898372415.6800003,6.7954325675964355,26815698000,133436,133627,1,4/3,1,文化传媒
37,38,603555,贵人鸟,10.03787899017334,5.81,224490703,3652178450.83,3652178456.64,6.551950454711914,13440273000,133809,133809,0,4/3,2,纺织服装
38,39,002291,星期六,10.015060424804688,14.61,689728064,5828248885.95,9625262955.84,12.699381828308105,57921637200,134100,134100,0,8/7,1,纺织服装
39,40,300700,岱勒新材,9.99456787109375,20.25,88562534,897110640.0,1668605265.0,10.164894104003906,13595850000,135906,141336,3,1/1,1,材料行业
40,41,300073,当升科技,10.01765251159668,24.93,788076864,10723179067.83,10887498606.24,7.557168960571289,29429241750,140357,140357,0,1/1,1,材料行业
41,42,300431,暴风集团,10.059171676635742,3.72,139739238,904533657.48,1225831184.64,16.155763626098633,22416950640,140448,140448,0,5/3,1,文化传媒
42,43,603799,华友钴业,10.0,35.31,2258815152,38087889641.01,38087889676.32,6.182511806488037,120283055970,140653,140653,0,1/1,1,有色金属
43,44,300567,精测电子,10.010717391967773,51.32,802197232,8396627781.76,12593998359.72,9.941877365112305,63702540920,141130,141130,0,1/1,1,专用设备
44,45,002741,光华科技,10.0,12.43,152784828,2760671241.35,4651715692.8,5.6955790519714355,12438701000,142206,143324,1,1/1,1,化工行业
45,46,603993,洛阳钼业,9.919570922851562,4.1,1881595488,72429667590.29999,88556886886.4,2.677170753479004,29489557500,142838,145538,4,1/1,1,有色金属
46,47,002436,兴森科技,10.0,8.36,934565136,10554995221.32,12438906733.439999,9.115593910217285,11393325680,143327,145309,1,1/1,1,电子元件
47,48,000970,中科三环,10.020242691040039,10.87,703189664,11578724000.0,11578724000.0,6.262004852294922,2876104170,143339,145624,3,1/1,1,电子元件
48,49,300409,道氏技术,10.044842720031738,12.27,291378432,3867917400.8399997,5644056882.72,7.745601177215576,12595474020,143648,143648,0,1/1,1,材料行业
49,50,000595,宝塔实业,10.130719184875488,3.37,170675536,2533437434.5,2575621065.76,6.930933475494385,17895037000,143803,143803,0,1/1,1,机械行业
50,51,603078,江化微,10.0,35.31,245233342,2197691045.55,3855852000.0000005,11.489228248596191,6852576390,144055,145526,1,1/1,1,化工行业
51,52,600677,航天通信,9.963985443115234,9.16,482880704,4157033968.04,4779611935.36,12.036133766174316,7157624000,144929,144929,0,6/3,1,通讯行业
52,53,300467,迅游科技,10.00485610961914,22.65,706236400,2979449946.6,5058833762.849999,26.106426239013672,26622447600,145112,145112,0,5/4,1,软件服务
53,54,300618,寒锐钴业,10.0,78.1,790527504,12463959709.3,20994229696.0,6.621333122253418,71263438400,145327,145327,0,1/1,1,有色金属
0,1,000835,长城动漫,10.080645561218262,5.46,162087585,1653806700.0,1784111609.28,9.813551902770996,40679730000,092503,093036,1,1/1,1,文化传媒
1,2,000927,一汽夏利,10.045661926269531,4.82,6370160,7688724027.200001,7688738757.120001,0.08285067975521088,118008011800,092503,092503,0,3/3,3,汽车行业
2,3,000955,欣龙控股,10.039369583129883,5.59,12658163,3005174776.5,3009628094.72,0.42121222615242004,76201594300,092503,092503,0,3/3,3,化纤行业
3,4,300707,威唐工业,10.006254196166992,17.59,52092785,1357845661.3799999,2765148000.0,3.8364291191101074,61737382000,092503,092503,0,4/4,4,汽车行业
4,5,300749,顶固集创,9.983360290527344,13.22,18520241,1140458994.0,2712339468.0,1.6239287853240967,28673836280,092503,092503,0,1/1,1,木业家具
5,6,300807,天迈科技,10.002950668334961,37.28,2911568,633760000.0,2529485280.0,0.45941177010536194,143509360000,092503,092503,0,5/5,5,专用设备
6,7,603598,引力传媒,9.990663528442383,11.78,32762465,3155424962.0,3187939034.24,1.0382901430130005,89242994680,092503,092503,0,5/4,2,文化传媒
7,8,300464,星徽精密,9.986595153808594,16.41,109981226,3241816521.21,5794734908.16,3.410611152648926,91044321000,093006,093421,1,1/1,1,金属制品
8,9,603876,鼎胜新材,10.014103889465332,15.6,387473344,3675753120.0,6708000000.0,10.66199016571045,30243766800,093006,100606,4,2/2,2,有色金属
9,10,002970,锐明技术,9.997730255126953,96.93,471091408,2093688000.0000002,8374752000.000001,22.508079528808594,130629362310,093009,093009,0,7/7,7,电子信息
10,11,300173,智慧松德,10.061601638793945,5.36,173459171,2356698398.32,3141927458.5600004,7.402078151702881,97362824160,093157,095542,1,1/1,1,机械行业
11,12,300346,南大光电,10.01344108581543,16.37,310145824,6027742328.950001,6660803181.76,5.184786796569824,122903324430,093157,093157,0,2/2,2,材料行业
12,13,300386,飞天诚信,9.985315322875977,14.98,154103439,3284373988.0,6262299120.0,4.760529518127441,59610063800,093430,093430,0,1/1,1,软件服务
13,14,002761,多喜爱,10.0,11.99,183001717,4140914419.9500003,4158132000.0,4.4856157302856445,40582588970,093436,093600,1,1/1,1,纺织服装
14,15,300073,当升科技,9.98796558380127,27.42,1508891328,11794206580.02,11974938298.560001,12.965267181396484,98112269760,093745,131509,1,2/2,2,材料行业
15,16,603825,华扬联众,9.993061065673828,15.85,135888160,1502343090.05,3661695466.6,9.215362548828125,32177085000,094529,094529,0,1/1,1,文化传媒
16,17,600139,西部资源,10.153846740722656,3.58,111282090,2369568018.64,2369568032.96,4.854460716247559,38780929960,094950,094950,0,1/1,1,多元金融
17,18,603929,亚翔集成,9.972105979919434,15.77,59465201,1522751200.0,3364687200.0,3.9735107421875,22818843060,095118,095118,0,1/1,1,工程建设
18,19,600641,万业企业,10.0,17.6,239158470,14188393964.800001,14188394035.2,1.7251386642456055,33625187200,095539,101009,1,1/1,1,房地产
19,20,603690,至纯科技,10.003345489501953,32.88,303067776,3030746880.0,8512913387.040001,10.375924110412598,56971176000,095645,095645,0,1/1,1,专用设备
20,21,300576,容大感光,9.995635032653809,25.2,400667072,1487831940.0,3024000000.0,27.702543258666992,6368040000,095648,150003,9,2/2,2,化工行业
21,22,603986,兆易创新,10.00102424621582,214.92,1747207440,60836585124.96,69005616094.08,2.9302573204040527,31819335840,100139,144726,6,1/1,1,软件服务
22,23,300319,麦捷科技,9.983498573303223,13.33,711775248,8493030798.02,9267015573.44,8.533502578735352,86380426160,100509,111700,1,1/1,1,电子元件
23,24,601865,福莱特,10.0,11.66,270789040,1749000000.0,22737000000.0,15.768806457519531,50630052000,100611,100611,0,1/1,1,玻璃陶瓷
24,25,300316,晶盛机电,10.013262748718262,16.59,1305850432,19980110757.6,21309678482.4,6.671509742736816,18061864800,100854,145500,5,1/1,1,机械行业
25,26,300672,国科微,10.007600784301758,43.42,271310432,4756392881.5,7815359540.04,5.852448463439941,21211625240,101039,103306,2,1/1,1,电子元件
26,27,002006,精功科技,9.932279586791992,4.87,105663726,2216629200.0,2216629200.0,4.796005725860596,7317608430,101403,103251,3,1/1,1,机械行业
27,28,600667,太极实业,10.052909851074219,8.32,593401232,14071871773.44,17523502264.32,4.342385768890381,93787507840,101700,101700,0,1/1,1,电子元件
28,29,300731,科创新源,10.010764122009277,30.66,286251072,2520999490.8,3828408331.02,11.616039276123047,8746071600,103857,143654,3,1/1,1,塑胶制品
29,30,000009,中国宝安,9.91735553741455,5.32,790181536,13533212196.28,13721418309.76,5.962397575378418,16446843840,103918,144930,3,1/1,1,房地产
30,31,000818,航锦科技,9.99401569366455,18.38,708740112,12461790293.26,12682200000.0,5.905503273010254,49484382100,104903,105342,2,1/1,1,化工行业
31,32,300787,海能实业,10.0,74.69,284736608,1584921800.0,6339687200.0,18.838703155517578,98263583110,111548,111630,1,4/3,1,电子元件
32,33,300480,光力科技,10.029325485229492,18.76,239131358,1767893267.5600002,3598222985.5600004,13.965826034545898,17336209800,130212,130212,0,1/1,1,专用设备
33,34,300785,值得买,10.001729965209961,127.14,316267568,1695200084.76,6780800084.76,19.377546310424805,36552750000,130348,130348,0,1/1,1,电子信息
34,35,603839,安正时尚,10.016977310180664,12.96,122807175,1367464291.2,5207689843.200001,9.186565399169922,2086560000,131334,144337,5,1/1,1,纺织服装
35,36,300769,德方纳米,10.002944946289062,112.06,233451935,1197921400.0,4790077763.12,20.02184295654297,6664768500,132306,145557,3,1/1,1,化工行业
36,37,002530,金财互联,10.020242691040039,10.87,493298736,6922906687.799999,8469884173.119999,7.275853157043457,32173928210,133148,140742,3,1/1,1,软件服务
37,38,002129,中环股份,10.027347564697266,12.07,2272675984,32386958507.780003,33616838713.600002,7.189947128295898,27729195550,133342,144348,2,1/1,1,电子元件
38,39,300432,富临精工,9.970674514770508,11.25,392964480,4026590223.75,4890654540.0,10.462899208068848,32828366250,135745,143654,1,5/3,1,汽车行业
39,40,603555,贵人鸟,9.9827880859375,6.39,269254304,4016767693.77,4016767700.16,7.063426971435547,18931154580,141954,141954,0,5/4,3,纺织服装
40,41,002071,长城影视,9.887005805969238,3.89,215262052,2029258761.5,2043922202.0800002,11.08544635772705,4093058000,143600,143712,1,1/1,1,文化传媒
41,42,603396,金辰股份,10.0,21.67,72215286,957745566.1400001,2292238167.78,7.956109046936035,27632868890,144118,144118,0,1/1,1,专用设备
42,43,002079,苏州固锝,9.982014656066895,12.23,1595323040,8880618917.84,8903091298.24,18.89735221862793,86434766740,144606,144606,0,1/1,1,电子元件
43,44,000555,神州信息,9.98427677154541,13.99,519167024,13165777876.91,13575634107.2,4.120484352111816,23581152280,145354,145354,0,1/1,1,电子信息
0,1,603920,世运电路,9.994222640991211,19.04,123738580,2496570838.72,7800139648.0,4.956341743469238,102244228800,092501,092501,0,1/1,1,电子元件
1,2,000927,一汽夏利,9.95850658416748,5.3,8796410,8454406088.0,8454422284.8,0.10404527187347412,231865460000,092503,092503,0,4/4,4,汽车行业
2,3,000955,欣龙控股,10.017889022827148,6.15,18809541,3306229852.5,3311129299.2000003,0.5689120888710022,127220363700,092503,092503,0,4/4,4,化纤行业
3,4,002466,天齐锂业,10.0204496383667,26.9,401527344,39641971717.4,39733973214.4,1.0130703449249268,223627447200,092503,093009,1,1/1,1,化工行业
4,5,002970,锐明技术,9.996905326843262,106.62,50107241,2302992000.0,9211968000.0,2.1757454872131348,128886414180,092503,092503,0,8/8,8,电子信息
5,6,300173,智慧松德,10.074626922607422,5.9,24457860,2594126968.3,3458464926.4,0.9428166151046753,122596100000,092503,092503,0,2/2,2,机械行业
6,7,300807,天迈科技,10.005364418029785,41.01,3130785,697170000.0,2782569510.0,0.44907060265541077,60184553580,092503,092503,0,6/6,6,专用设备
7,8,603598,引力传媒,10.016977310180664,12.96,108279672,3471503184.0,3507274183.6800003,3.119100570678711,69702599520,092503,092503,0,6/5,3,文化传媒
8,9,600241,时代万恒,9.980430603027344,5.62,94992467,1413806944.64,1653977869.44,6.734151363372803,39828378000,093003,101448,1,1/1,1,国际贸易
9,10,600847,万里股份,10.018214225769043,12.08,19694672,1851711792.0,1851711792.0,1.0690624713897705,13839645280,093051,093051,0,1/1,1,材料行业
10,11,300346,南大光电,10.018326759338379,18.01,1771703504,6631621218.35,7328104172.4800005,26.936304092407227,21046125800,093054,140424,22,3/3,3,材料行业
11,12,600641,万业企业,10.0,19.36,294047152,15607233361.279999,15607233438.72,1.9093730449676514,25550514880,093303,093548,1,2/2,2,房地产
12,13,300780,德恩精工,9.991158485412598,24.88,198669579,912349600.0,3649149600.0,21.92123794555664,30947759280,093548,093548,0,1/1,1,机械行业
13,14,603876,鼎胜新材,10.0,17.16,605731104,4043328432.0,7378800000.0,15.247946739196777,27419449200,093801,104910,5,3/3,3,有色金属
14,15,600876,洛阳玻璃,10.032362937927246,13.6,87223182,3795023927.2,7512592563.2,2.3555026054382324,49194831200,093856,093856,0,1/1,1,玻璃陶瓷
15,16,000009,中国宝安,9.962406158447266,5.85,897092608,14881445742.15,15088401712.8,6.185695171356201,64403650350,094436,100542,4,2/2,2,房地产
16,17,300296,利亚德,10.040705680847168,8.11,541497168,15086435706.609999,20622729031.359997,3.680742025375366,91844192880,094912,094912,0,1/1,1,电子元件
17,18,300344,太空智造,10.091742515563965,6.0,234170613,1780750668.0,2976689184.0,13.891321182250977,23498964000,095933,095933,0,4/3,1,软件服务
18,19,300576,容大感光,10.0,27.72,407441296,1636615134.0,3326400000.0,25.947824478149414,47759065200,100109,100657,2,3/3,3,化工行业
19,20,002076,雪 莱 特,10.041841506958008,2.63,198246234,1229782874.1299999,2045883690.72,16.307838439941406,11233177100,100245,104930,4,1/1,1,电子元件
20,21,300460,惠伦晶体,10.0,16.94,177313293,2850564948.0,2850564948.0,6.432570934295654,21891562000,100839,100839,0,1/1,1,电子元件
21,22,600223,鲁商发展,9.98389720916748,6.83,737169488,6836611440.0,6836611440.0,11.019553184509277,13494543250,101037,135535,10,1/1,1,房地产
22,23,300097,智云股份,10.0,9.68,70337152,1953850316.8799999,2793160747.52,3.710080862045288,39982494640,101551,101551,0,1/1,1,机械行业
23,24,300293,蓝英装备,10.050251007080078,8.76,88503406,2365200000.0,2365200000.0,3.9423234462738037,30390235800,101851,101851,0,1/1,1,机械行业
24,25,300611,美力科技,9.968521118164062,10.48,60367651,782167464.0,1875401764.0,7.993383884429932,18156516160,102015,102015,0,1/1,1,交运设备
25,26,603178,圣龙股份,10.0204496383667,10.76,126170312,548361880.0,2171817768.0,23.642406463623047,5153652640,102612,104639,5,1/1,1,汽车行业
26,27,300787,海能实业,10.001338958740234,82.16,296501296,1743435200.0,6973740800.0,17.43372344970703,104609234080,102703,102821,1,5/4,2,电子元件
27,28,603825,华扬联众,10.031545639038086,17.44,358446560,1653051324.3200002,4029020122.2400002,22.251916885375977,20582339200,104142,104721,1,2/2,2,文化传媒
28,29,603938,三孚股份,10.01737117767334,19.0,82513061,964945400.0,2853165400.0,8.788962364196777,37834700000,104325,104325,0,1/1,1,化工行业
29,30,600152,维科技术,10.015649795532227,7.03,343251504,2110927555.7,2959068162.4,16.64402198791504,5152118280,105004,144414,5,1/1,1,电子元件
30,31,300585,奥联电子,10.030959129333496,17.77,428511984,1471708290.25,2843200000.0,30.059574127197266,5000478000,105321,145348,2,1/1,1,汽车行业
31,32,603667,五洲新春,9.975668907165527,9.04,117110000,2378604800.0,2642615179.52,5.036563396453857,9561210240,105509,111312,3,1/1,1,机械行业
32,33,002623,亚玛顿,9.991235733032227,25.1,369029856,4005297987.5,4016000000.0,9.451351165771484,39597760000,110936,140015,2,7/4,1,玻璃陶瓷
33,34,300701,森霸传感,10.0,34.65,368086720,1277714522.7,4158000000.0,30.494497299194336,30787010100,112445,112445,0,4/2,1,电子元件
34,35,002181,粤 传 媒,9.963099479675293,5.96,345728416,6761218158.92,6919906728.96,5.350935935974121,38282450800,130248,130248,0,1/1,1,文化传媒
35,36,603738,泰晶科技,9.980039596557617,22.04,368814288,3683123089.92,3683123089.92,10.374691009521484,6099768360,131401,131401,0,1/1,1,电子元件
36,37,002291,星期六,9.97392463684082,16.87,818207328,6729812368.650001,11114181113.28,13.009322166442871,39048533510,131609,131609,0,10/8,1,纺织服装
37,38,002494,华斯股份,9.961685180664062,5.74,207588152,1698739264.18,2213119083.84,12.5772705078125,3418170000,131824,134048,1,1/1,1,纺织服装
38,39,600455,博通股份,10.0,37.51,111110122,2342799580.0,2342799580.0,4.921296119689941,74287279660,133153,133214,1,1/1,1,软件服务
39,40,600825,新华传媒,10.037175178527832,5.92,156598782,6185736072.0,6185736107.5199995,2.5922906398773193,5605642080,133609,140003,4,1/1,1,文化传媒
40,41,002442,龙星化工,9.965636253356934,6.4,370061904,3069134400.0,3072000000.0,12.800562858581543,33479187200,134757,134757,0,1/1,1,化工行业
41,42,603379,三美股份,10.0,38.61,269571216,2306320512.21,16836139457.28,12.107722282409668,36187917480,135522,135522,0,1/1,1,化工行业
42,43,300805,电声股份,10.02247142791748,24.48,266473779,1036238400.0,10360670400.0,27.033489227294922,38753308800,135845,135845,0,1/1,1,文化传媒
43,44,600240,退市华业,9.67741870880127,0.34,31954210,484246224.00000006,484246224.00000006,6.91154670715332,2432675860,135913,135913,0,1/1,1,房地产
44,45,002503,搜于特,9.909910202026367,2.44,182505708,5179407317.48,7545713156.48,3.681354284286499,27708920600,140327,140327,0,1/1,1,纺织服装
45,46,603327,福蓉科技,10.007610321044922,28.91,449545376,1474410000.0,11592910000.0,31.378158569335938,23003687000,141023,142629,3,1/1,1,电子元件
46,47,601360,三六零,10.009267807006836,23.74,692103408,9429111196.82,160578672727.03998,7.526109218597412,67373621460,141514,141514,0,1/1,1,软件服务
47,48,600636,三爱富,9.96818733215332,10.37,156683467,4634735497.45,4634735445.599999,3.4845707416534424,5558610360,141729,145215,2,1/1,1,化工行业
48,49,002733,雄韬股份,10.015961647033691,27.57,958756992,9021974350.11,9652620924.0,11.1753511428833,44480693610,141957,141957,0,1/1,1,电子元件
49,50,603608,天创时尚,10.05747127532959,7.66,155291051,2425187291.1,3304540545.6,6.673428058624268,3849732160,142818,145258,3,1/1,1,纺织服装
50,51,300707,威唐工业,10.005684852600098,19.35,533571296,1493707421.7,3041820000.0,37.3099250793457,51073821900,143139,143139,0,5/5,5,汽车行业
51,52,601990,南京证券,10.043290138244629,12.71,3899060240,26195162220.83,41928045515.68,15.863170623779297,294898144470,143453,143453,0,10/5,1,券商信托
52,53,600695,绿庭投资,10.033076286315918,9.98,976242848,3657342176.96,7097098318.08,28.849273681640625,20788689300,143602,144053,3,10/6,1,多元金融
0,1,000716,黑芝麻,9.904153823852539,3.44,65351585,2287535180.08,2567601909.7599998,2.856855869293213,30931950240,092503,092503,0,1/1,1,食品饮料
1,2,000927,一汽夏利,10.0,5.83,51080262,9299846696.8,9299864513.28,0.5492591857910156,132043535910,092503,092503,0,5/5,5,汽车行业
2,3,000955,欣龙控股,10.081300735473633,6.77,65169516,3639540829.5,3644934204.16,1.7905972003936768,150303335830,092503,092503,0,5/5,5,化纤行业
3,4,002163,中航三鑫,10.021322250366211,5.16,14750376,4145802557.28,4146318000.0,0.3557906150817871,64977816000,092503,092503,0,1/1,1,玻璃陶瓷
4,5,002970,锐明技术,9.998124122619629,117.28,1641903856,2533248000.0,10132992000.0,66.19204711914062,118178599360,092503,110254,5,9/9,9,电子信息
5,6,002972,N科安达,44.038291931152344,16.55,2430990,729524000.0,2918096000.0,0.3341991901397705,111215751750,092503,092503,0,1/1,1,专用设备
6,7,300173,智慧松德,10.0,6.49,18817599,2853539665.13,3804311419.04,0.6594476103782654,117704742760,092503,092503,0,3/3,3,机械行业
7,8,300807,天迈科技,9.99756145477295,45.11,4786667,766870000.0,3060758610.0,0.6241823434829712,251343401790,092503,092503,0,7/7,7,专用设备
8,9,603598,引力传媒,10.030863761901855,14.26,28953504,3819724954.0,3859084094.08,0.7579997181892395,173967722000,092504,092504,0,7/6,4,文化传媒
9,10,002103,广博股份,9.936574935913086,5.2,526002144,2006120100.4,2837241804.8,26.35009002685547,8906799200,093000,145021,18,1/1,1,文教休闲
10,11,002428,云南锗业,10.036275863647461,9.1,133691393,5863255743.8,5943392000.0,2.283567428588867,49816730600,093000,093000,0,1/1,1,有色金属
11,12,603825,华扬联众,9.97706413269043,19.18,136875668,1817977316.54,4430998047.28,7.533183574676514,50628832240,093002,093002,0,3/3,3,文化传媒
12,13,002658,雪迪龙,10.028653144836426,7.68,49312036,2340640258.56,4645595381.76,2.1103363037109375,117888606720,093024,093024,0,1/1,1,仪器仪表
13,14,603938,三孚股份,10.0,20.9,113995210,1061439939.9999999,3138481940.0,10.827604293823242,1079568600,093200,093200,0,2/2,2,化工行业
14,15,002878,元隆雅图,10.018552780151367,29.65,270635936,1189628685.6,3866550056.5,22.86572265625,5633203500,093224,143309,12,1/1,1,文化传媒
15,16,002269,美邦服饰,9.954751014709473,2.43,75256420,6105375000.0,6105375000.0,1.2472751140594482,17285805000,093354,093354,0,1/1,1,纺织服装
16,17,002291,星期六,10.017783164978027,18.56,848340592,7403990371.2,12227575664.64,11.543139457702637,35303848320,093439,143654,8,11/9,2,纺织服装
17,18,603608,天创时尚,10.05221939086914,8.43,138259678,2668972436.5499997,3636720208.7999997,5.302056312561035,11708157240,093529,093529,0,2/2,2,纺织服装
18,19,300707,威唐工业,10.025839805603027,21.29,640876880,1643464134.78,3346788000.0,39.51432800292969,11383763000,093548,144830,17,6/6,6,汽车行业
19,20,300097,智云股份,10.020661354064941,10.65,257934402,2149639036.65,3073053921.6,12.104315757751465,47905191000,093703,095451,2,2/2,2,机械行业
20,21,300576,容大感光,9.992785453796387,30.49,672745936,1800158565.5,3658800000.0,38.03554916381836,29646951500,093709,145445,6,4/4,4,化工行业
21,22,300740,御家汇,10.045146942138672,9.75,75689328,1945793684.25,4008427956.0,3.9970149993896484,49248683250,093900,093900,0,1/1,1,化工行业
22,23,300627,华测导航,9.984399795532227,21.15,291148032,2180513499.75,5158062423.0,13.454097747802734,8177795550,094503,143548,2,1/1,1,电子信息
23,24,002485,希努尔,10.064934730529785,6.78,111574655,3688320000.0,3688320000.0,3.057157039642334,16657782000,095206,102609,3,1/1,1,纺织服装
24,25,603667,五洲新春,9.955751419067383,9.94,180040806,2615412800.0,2905707398.72,7.005006313323975,20349645120,095402,100420,3,2/2,2,机械行业
25,26,300787,海能实业,10.004868507385254,90.38,225290774,1917863600.0,7671454400.0,12.162633895874023,106047282620,101857,101857,0,6/5,3,电子元件
26,27,002261,拓维信息,9.988248825073242,9.36,1555317840,8229060927.36,10303177996.8,19.500375747680664,51296469120,102657,145006,7,5/3,1,软件服务
27,28,002654,万润科技,10.0,5.28,353804816,3264677776.8,4652427732.4800005,11.083510398864746,25228368000,103136,132948,1,1/1,1,文化传媒
28,29,000576,广东甘化,10.028247833251953,7.79,184167175,3333998616.22,3449889745.12,5.705480098724365,10626728500,103454,144315,1,1/1,1,食品饮料
29,30,002192,融捷股份,9.985869407653809,23.35,425552592,5521265556.150001,6062948990.05,7.960990905761719,38207605000,103657,145224,1,1/1,1,电子元件
30,31,300268,佳沃股份,10.023130416870117,14.27,55104592,1401575226.62,1912180000.0,4.045618534088135,9998175610,103948,103948,0,1/1,1,农牧饲渔
31,32,000040,东旭蓝天,9.923664093017578,4.32,608694752,4580671694.400001,6423295127.04,13.541893005371094,14042160000,105003,143300,5,1/1,1,环保工程
32,33,601777,力帆股份,9.897611618041992,3.22,189198833,4140360618.38,4230299420.48,4.730220794677734,45852696960,105148,105148,0,1/1,1,汽车行业
33,34,603178,圣龙股份,10.037175178527832,11.84,215727094,603401920.0,2389806912.0,37.157230377197266,2249600000,110815,143707,2,2/2,2,汽车行业
34,35,600876,洛阳玻璃,10.0,14.96,473855088,4174526319.92,8263851819.52,11.648262977600098,20776433040,112927,132418,4,2/2,2,玻璃陶瓷
35,36,300773,拉卡拉,10.0032958984375,66.75,14535578,2670667500.0,26700667500.0,0.5491127371788025,612030750000,130003,130003,0,1/1,1,软件服务
36,37,601168,西部矿业,10.016695022583008,6.59,902732016,15703970000.0,15703970000.0,5.877269744873047,2944412000,130003,150001,11,1/1,1,有色金属
37,38,002506,协鑫集成,10.054844856262207,6.02,1216722528,30519566307.999996,30590876001.28,4.087131500244141,158005736000,131306,142203,6,1/1,1,电子元件
38,39,603399,吉翔股份,9.960552215576172,11.15,201829057,5664764736.35,6096269814.400001,3.6987266540527344,181252158850,132204,133416,1,1/1,1,有色金属
39,40,300805,电声股份,10.008170127868652,26.93,612977504,1139946900.0,11397583900.0,55.42359924316406,63139081590,132648,132648,0,2/2,2,文化传媒
40,41,600242,中昌数据,10.068965911865234,7.98,353138688,3292872778.02,3644187657.6000004,11.314215660095215,32932725840,134503,134503,0,1/1,1,软件服务
41,42,603099,长白山,10.033445358276367,9.87,71099498,2632032900.0,2632032900.0,2.7839434146881104,44897919360,143009,143009,0,1/1,1,旅游酒店
42,43,600137,浪莎股份,9.97977066040039,16.31,53050081,1585618860.28,1585618860.28,3.4690492153167725,1640786000,143621,144857,1,1/1,1,纺织服装
43,44,002510,天汽模,10.0,4.51,324897904,3549057353.27,4153038623.3599997,9.71485710144043,46178165110,145212,145212,0,1/1,1,汽车行业
0,1,600370,三房巷,9.897611618041992,3.22,129332656,2567126420.6000004,2567126401.28,5.08528995513916,901661180,092502,145654,10,1/1,1,纺织服装
1,2,603399,吉翔股份,10.044842720031738,12.27,45032127,6233781463.23,6708630549.12,0.7223886251449585,270416076000,092502,092502,0,2/2,2,有色金属
2,3,000716,黑芝麻,9.883721351623535,3.78,314184448,2513628773.46,2821376517.12,12.61290168762207,28336335300,092503,100251,4,2/2,2,食品饮料
3,4,002972,科安达,10.030211448669434,18.21,850352,802696800.0,3210787200.0,0.1059369295835495,79843620630,092503,092503,0,2/2,2,专用设备
4,5,300116,坚瑞沃能,9.876543045043945,1.78,15500791,3505629668.6,4329893716.8,0.44216853380203247,79823904200,092503,092503,0,1/1,1,机械行业
5,6,300173,智慧松德,10.01540756225586,7.14,600587520,3139333314.18,4185328741.4399996,19.484657287597656,52627819020,092503,105257,1,4/4,4,机械行业
6,7,300773,拉卡拉,10.007491111755371,73.43,61492484,2937934300.0000005,29372734300.000004,2.0930516719818115,385116118100,092503,092503,0,2/2,2,软件服务
7,8,300807,天迈科技,9.997782707214355,49.62,5367345,843540000.0,3366766620.0,0.6362882256507874,239363456220,092503,092503,0,8/8,8,专用设备
8,9,300811,N铂科,44.012203216552734,37.76,2173780,543744000.0,2174976000.0,0.40215277671813965,72623430400,092503,092503,0,1/1,1,电子元件
9,10,603822,嘉澳环保,10.0,27.5,136046738,2017263132.5,2017263132.5,6.843730449676514,2106940000,092503,145055,6,1/1,1,化工行业
10,11,002669,康达新材,9.98389720916748,13.66,295177184,3209019739.88,3449053300.86,9.306736946105957,22870938000,093003,112157,8,1/1,1,材料行业
11,12,600053,九鼎投资,9.990485191345215,23.12,147153297,10023463296.0,10023463296.0,1.4727476835250854,31069557680,093008,093123,1,1/1,1,多元金融
12,13,002163,中航三鑫,10.077519416809082,5.68,197678798,4563596613.44,4564164000.0,4.410109043121338,22118749280,093054,103709,3,2/2,2,玻璃陶瓷
